dNdx,percent_deltas,track_length
179.953,0,0.972476
152.15,0,2.13604
129.28,0,2.7537
124.286,0,3.61264
251.077,0,0.828432
397.871,0,0.422248
157.174,0,0.94163
351.58,0,0.361226
142.85,0,1.75709
257.34,0,0.74221
133.97,0,1.46301
130.078,0,2.07567
254.08,0,0.255825
172.729,0,1.17525
296.798,0,0.400946
173.337,0,1.60958
134.123,0,1.54336
144.498,0,1.93774
102.89,0,2.32286
102.649,0,3.30251
460.865,0,0.620573
168.94,0,1.42654
120.297,0,2.46889
112.067,0,2.97145
123.101,0,2.81071
145.646,0,1.2702
116.993,0,1.48727
134.595,0,2.63011
98.4057,0,3.58719
127.771,0,3.39671
607.027,0,0.176269
141.724,0,1.41825
121.252,0,2.79583
107.681,0,3.17604
332.281,0,0.349102
128.049,0,2.32723
136.862,0,1.84858
324.64,0,0.397364
107.099,0,4.16437
123.926,0,3.22773
398.534,0,0.318668
131.839,0,1.82798
144.394,0,1.23274
133.29,0,2.09318
120.411,0,3.32196
127.097,0,1.95913
104.832,0,2.47062
174.577,0,1.29456
157.038,0,1.21627
120.136,0,1.17367
155.487,0,1.76863
