dNdx,percent_deltas,track_length
75.9419,0,1.38264
184.737,0,0.525069
133.093,0,1.53276
125.656,0,1.90997
145.666,0,2.32724
1493.22,0,0.069648
168.374,0,0.433558
201.911,0,1.03016
131.56,0,1.87747
173.377,0,1.2343
529.193,0,0.253216
577.61,0,0.240647
109.972,0,3.38266
140.315,0,1.63205
116.948,0,3.53148
135.674,0,2.07852
134.569,0,1.51595
503.459,0,0.240338
1491.35,0,0.0898514
148.539,0,1.73018
110.729,0,3.34149
93.0144,0,3.46183
355.446,0,0.379804
150.01,0,2.01319
203.852,0,0.882995
118.884,0,3.36461
120.874,0,3.21822
2674.69,0,0.0471082
140.391,0,2.15113
182.63,0.952381,0.574934
117.987,0,2.82235
130.6,0.323625,2.366
141.906,0,1.58556
110.888,0,3.06616
357.616,0,0.371907
140.4,0,2.13675
113.434,0,2.39787
221.541,0,0.501036
153.332,0,1.98263
670.83,0,0.159504
135.431,0,1.68352
2264.91,0,0.0556313
525.893,0,0.117895
141.967,0,1.45808
131.48,0,1.35382
228.88,0,1.03548
144.26,0,1.20615
108.825,0,2.31565
119.229,0,3.35488
198.812,0,0.603587
126.794,0,1.87707
117.891,0,2.22239
148.005,0,1.7567
111.021,0,3.03547
230.403,0,0.885406
101.986,0,3.05926
115.838,0,2.92651
152.089,0,1.60433
168.918,0,0.870246
154.261,0,1.14741
101.096,0,2.9279
162.88,0,1.02529
155.921,0,1.69317
118.286,0,3.28865
120.241,0.220751,3.76744
117.96,0,3.26381
203.626,0,1.03621
161.886,0.390625,1.58136
107.22,0,3.78659
113.461,0,1.87729
98.8243,0,3.38986
153.949,0,2.16954
191.601,0,1.29436
105.483,0,3.42237
1434.84,0,0.0759668
123.185,0,2.47595
180.57,0,1.72232
160.62,0,1.59383
113.893,0,2.73941
379.406,0,0.303105
132.908,0,2.51301
130.72,0,2.44799
131.697,0,1.82995
940.695,0,0.0584674
468.566,0,0.268906
112.105,0,3.6216
149.926,0,1.66082
104.176,0,2.96612
169.461,0,1.0917
362.124,0,0.452884
136.648,0,2.21737
371.797,0,0.642823
189.512,0,0.564607
126.381,0,2.65863
157.348,0,1.13125
143.927,0,2.38315
121.447,0,2.74194
152.436,0,1.50227
119.109,0,3.36667
420.988,0,0.406187
520.421,0,0.263248
176.431,0,1.26962
192.714,0,1.00667
145.628,0,2.25918
172.58,0,1.23421
186.829,0,1.53617
166.034,0,1.37321
132.244,0,2.97933
35574.7,0,0.00404782
545.141,0,0.194445
401.807,0,0.348426
13.4484,0,2.23075
93.053,0,3.28845
158.33,0,1.64846
240.885,0,0.52307
160.192,0,1.22354
154.902,0,1.60747
138.89,0,2.19598
105.721,0,3.28223
101.052,0,3.56252
367.16,0,0.574682
126.845,0,2.98
172.153,0,1.88205
108.358,0,3.1193
106.49,0,4.52624
283.199,0,0.512008
122.448,0,2.73585
325.444,0,0.35029
152.776,0,1.02765
121.306,0.249377,3.30569
112.135,0,2.57726
162.772,0,0.608213
337.681,0,0.562661
117.12,0,3.22746
136.888,0.403226,1.8117
134.286,0,2.17447
136.723,0,1.75537
110.241,0,3.46512
795.413,0,0.192353
291.01,0,0.584173
130.98,0,1.93922
177.981,0,1.4833
105.226,0,2.75597
142.047,0,2.39357
120.268,0,3.22612
144.838,0,1.27038
129.075,0,2.94403
154.186,0,1.39442
117.059,0,3.53669
114.233,0,2.63496
5618.66,0,0.0174419
117.27,0,3.69232
427.787,0,0.406744
311.065,0,0.450067
122.025,0,2.91742
201.189,0,1.06865
134.857,0,2.12076
112.955,0,2.95693
142.007,0,1.90132
124.859,0,2.46679
438.481,0,0.26683
206.6,0,0.53727
156.745,0,1.53115
