initx_p,inity_p,initz_p,actx_ent,acty_ent,actz_ent,actx_exit,acty_exit,actz_exit,predx_ent,predy_ent,predz_ent,predx_exit,predy_exit,predz_exit
-0.356239,-0.931748,0.0702833,-54.5515,-150.413,11.2754,-267.532,-1058.12,76.9323,-57.148,-149.446,11.2732,-865.078,-2256.78,170.289
0.0329626,-0.905907,0.422191,8.82443,-159.756,74.486,178.704,-1076.72,508.961,5.80789,-159.895,74.5174,85.5873,-2415.38,1125.63
-0.41493,-0.119834,0.901927,-290.338,-108.646,648.332,-292.371,-109.592,653.023,-153.724,-44.3742,334.134,-2323.34,-665.971,5047.3
-0.41493,-0.119834,0.901927,-294.883,-110.765,658.822,-444.189,-188.306,1010.83,-153.724,-44.3742,334.134,-2323.34,-665.971,5047.3
0.67108,-0.69275,0.2641,113.344,-112.93,43.8183,849.098,-685.741,299.644,111.319,-114.927,43.8116,1680.09,-1737.44,661.802
-0.367992,0.201742,-0.907679,-301.696,133.714,-714.513,-303.401,134.303,-718.417,-140.289,76.9347,-346.059,-2116.92,1166.21,-5227.45
-0.367992,0.201742,-0.907679,-306.441,135.347,-725.372,-310.57,136.757,-734.813,-140.289,76.9347,-346.059,-2116.92,1166.21,-5227.45
-0.367992,0.201742,-0.907679,-311.191,136.968,-736.232,-430.993,173.443,-1007.28,-140.289,76.9347,-346.059,-2116.92,1166.21,-5227.45
0.507888,-0.0971091,-0.855932,222.72,-31.948,-372.562,224.161,-32.0861,-374.958,157.15,-30.0653,-264.846,2373.14,-457.85,-4000.67
0.507888,-0.0971091,-0.855932,227.703,-32.422,-380.849,626.297,-36.9335,-1041.47,157.15,-30.0653,-264.846,2373.14,-457.85,-4000.67
0.315434,-0.272704,-0.908919,271.295,-196.53,-730.757,272.868,-197.475,-734.756,121.024,-104.658,-348.769,1825.08,-1584.45,-5268.38
0.315434,-0.272704,-0.908919,275.6,-199.11,-741.694,279.325,-201.332,-751.146,121.024,-104.658,-348.769,1825.08,-1584.45,-5268.38
0.315434,-0.272704,-0.908919,279.911,-201.679,-752.631,381.335,-257.94,-1005.4,121.024,-104.658,-348.769,1825.08,-1584.45,-5268.38
-0.624856,-0.638458,0.449362,-109.699,-116.474,80.4854,-654.392,-873.478,549.725,-111.92,-114.341,80.4812,-1692.17,-1725.68,1215.72
-0.698866,-0.596158,-0.395199,-119.774,-106.085,-68.8424,-733.355,-808.396,-471.194,-121.734,-103.831,-68.8353,-1840.24,-1566.81,-1039.8
-0.70835,0.66643,0.232617,-118.443,107.57,38.2702,-878.923,647.192,262.503,-116.526,109.643,38.2685,-1758.83,1657.68,578.07
0.846412,-0.296553,-0.442315,151.981,-50.0178,-78.912,1067.85,-225.708,-539.934,150.997,-52.9148,-78.909,2280.18,-801.357,-1191.97
-0.661744,0.624023,0.41556,-118.452,107.56,73.1087,-883.968,640.249,501.187,-116.399,109.778,73.1004,-1756.82,1659.82,1104.23
-0.991886,0.120407,0.0407888,-159.141,16.559,6.53186,-1091.43,1.61683,43.3463,-158.833,19.2902,6.53164,-2399.03,293.323,98.6646
0.779698,-0.338066,-0.527051,148.055,-60.6618,-99.2392,1051.43,-292.72,-678.614,146.791,-63.6583,-99.2291,2216.46,-963.697,-1498.92
0.301786,0.568993,-0.764966,77.459,156.924,-207.869,78.7187,159.677,-211.464,74.9822,141.342,-190.033,1135.32,2133.65,-2870.56
0.301786,0.568993,-0.764966,79.5388,161.473,-213.809,302.932,875.473,-1104.46,74.9822,141.342,-190.033,1135.32,2133.65,-2870.56
-0.337153,0.878366,0.338822,-60.0442,148.306,57.6244,-514.725,962.507,394.531,-57.3269,149.377,57.6198,-864.027,2257.18,870.383
-0.325809,0.360136,-0.874157,-177.691,175.858,-450.181,-180.42,178.273,-456.737,-107.327,118.663,-288,-1618.27,1795.16,-4350.42
-0.325809,0.360136,-0.874157,-181.442,179.175,-459.19,-432.6,371.444,-1028.83,-107.327,118.663,-288,-1618.27,1795.16,-4350.42
-0.325809,0.360136,-0.874157,-430.515,373.669,-1025.69,877.748,634.388,453.879,-107.327,118.663,-288,-1618.27,1795.16,-4350.42
-0.762191,-0.506693,0.402899,-131.565,-91.0527,70.429,-824.254,-715.44,481.334,-133.249,-88.57,70.4334,-2013.99,-1336.13,1063.94
0.523529,-0.830102,0.191956,87.7061,-133.819,31.301,687.66,-847.613,214.377,85.3441,-135.338,31.2949,1287.5,-2045.42,472.729
