index,entry_x,entry_y,entry_z,exit_x,exit_y,exit_z,edep
0,-115.391731|-122.240879|-129.068710|-135.875571|-142.661494|-149.425416|-156.167877|-162.888855|-172.332574|-181.733215|-191.090016|-200.403089|-209.672462|-218.898087|-230.875603|-242.779184|-254.607488|-266.360115|-278.036685|-289.637215|-301.534404|-313.349425|-325.082406|-336.730173|-348.294827|-359.776075|-371.173627|-381.676030|-392.508007|-403.261831|-413.937431|-424.533895|-435.441807|-446.264458|-457.001090|-467.650852|-478.213360|-488.688351|-499.075821|-508.637323|-518.488584|-528.256713|-537.941658|-547.543121|-557.414388|-567.195439|-576.885832|-586.485292|-595.993157|-605.409436|-614.733121|,-110.836584|-117.780431|-124.745814|-131.732272|-138.739678|-145.769022|-152.819646|-159.891474|-169.898452|-179.947495|-190.039091|-200.172836|-210.348422|-220.565614|-233.966121|-247.435831|-260.975453|-274.584763|-288.263511|-302.011070|-316.277468|-330.616956|-345.028741|-359.515133|-374.073470|-388.703355|-403.404395|-417.111163|-431.413985|-445.781496|-460.213179|-474.709273|-489.813992|-504.986839|-520.227841|-535.537096|-550.914285|-566.358984|-581.870545|-596.325739|-611.401923|-626.540032|-641.739526|-657.000071|-672.894133|-688.852937|-704.876202|-720.963510|-737.114757|-753.329288|-769.607274|,-175.509766|-186.203930|-196.896769|-207.589813|-218.282751|-228.978104|-239.673285|-250.368430|-265.454615|-280.541069|-295.628038|-310.716328|-325.806283|-340.896476|-360.597404|-380.300017|-400.005872|-419.714913|-439.427259|-459.143312|-479.503428|-499.866663|-520.233753|-540.605966|-560.982633|-581.364449|-601.751484|-620.677238|-640.342746|-660.014099|-679.691119|-699.373169|-719.795566|-740.225050|-760.661782|-781.103435|-801.550650|-822.005335|-842.466918|-861.462252|-881.201354|-900.947717|-920.700656|-940.461684|-960.968781|-981.484503|-1002.009027|-1022.542554|-1043.084487|-1063.635263|-1084.194582|,-116.955209|-122.240879|-129.068710|-135.875571|-142.661494|-149.425416|-156.167877|-162.888855|-169.553435|-172.332574|-181.733215|-191.090016|-200.403089|-209.672462|-218.898087|-228.067487|-230.875603|-242.779184|-254.607488|-266.360115|-278.036685|-289.637215|-301.133058|-301.534404|-313.349425|-325.082406|-336.730173|-348.294827|-359.776075|-371.173627|-381.676030|-392.508007|-403.261831|-413.937431|-424.533895|-435.031319|-435.441807|-446.264458|-457.001090|-467.650852|-478.213360|-488.688351|-499.075821|-508.637323|-518.488584|-528.256713|-537.941658|-547.543121|-557.039265|-557.414388|-567.195439|-576.885832|-586.485292|-595.993157|-605.409436|-614.733121|-616.763783|,-112.417890|-117.780431|-124.745814|-131.732272|-138.739678|-145.769022|-152.819646|-159.891474|-166.944487|-169.898452|-179.947495|-190.039091|-200.172836|-210.348422|-220.565614|-230.810409|-233.966121|-247.435831|-260.975453|-274.584763|-288.263511|-302.011070|-315.793386|-316.277468|-330.616956|-345.028741|-359.515133|-374.073470|-388.703355|-403.404395|-417.111163|-431.413985|-445.781496|-460.213179|-474.709273|-489.242202|-489.813992|-504.986839|-520.227841|-535.537096|-550.914285|-566.358984|-581.870545|-596.325739|-611.401923|-626.540032|-641.739526|-657.000071|-672.286277|-672.894133|-688.852937|-704.876202|-720.963510|-737.114757|-753.329288|-769.607274|-773.182628|,-177.948005|-186.203930|-196.896769|-207.589813|-218.282751|-228.978104|-239.673285|-250.368430|-261.007900|-265.454615|-280.541069|-295.628038|-310.716328|-325.806283|-340.896476|-355.967175|-360.597404|-380.300017|-400.005872|-419.714913|-439.427259|-459.143312|-478.814259|-479.503428|-499.866663|-520.233753|-540.605966|-560.982633|-581.364449|-601.751484|-620.677238|-640.342746|-660.014099|-679.691119|-699.373169|-719.024053|-719.795566|-740.225050|-760.661782|-781.103435|-801.550650|-822.005335|-842.466918|-861.462252|-881.201354|-900.947717|-920.700656|-940.461684|-960.185889|-960.968781|-981.484503|-1002.009027|-1022.542554|-1043.084487|-1063.635263|-1084.194582|-1088.700496|,0.000000|0.011029|0.031581|0.016419|0.016055|0.009861|0.010828|0.009076|0.008677|0.008246|0.007351|0.007883|0.006079|0.006628|0.006173|0.005769|0.005679|0.006906|0.006665|0.005539|0.007250|0.004576|0.007380|0.005624|0.005966|0.006081|0.005461|0.005083|0.004911|0.003290|0.004520|0.003768|0.006040|0.004690|0.005424|0.003532|0.003501|0.004364|0.006369|0.005596|0.004759|0.004656|0.004728|0.003674|0.002713|0.003499|0.004512|0.003818|0.003421|0.004123|0.005542|
1,-72.626050|-77.220953|-81.835447|-86.469082|-91.122121|-95.794560|-100.486222|-105.196946|-111.872533|-118.585902|-125.336713|-132.124914|-138.950396|-145.813070|-154.827955|-163.906210|-173.048041|-182.253030|-191.521321|-200.852713|-210.553706|-220.322082|-230.157630|-240.059479|-250.028716|-260.065001|-270.168287|-279.604473|-289.467132|-299.391591|-309.377962|-319.425906|-329.913742|-340.467782|-351.087879|-361.773394|-372.524238|-383.340539|-394.221760|-404.378267|-414.987870|-425.658535|-436.389829|-447.181840|-458.440385|-469.764075|-481.152722|-492.606515|-504.124882|-515.708555|-527.357023|-538.330749|-549.732089|-561.193336|-572.715398|,142.567377|151.168736|159.759850|168.340905|176.911727|185.472275|194.022599|202.562744|214.589227|226.595336|238.581136|250.546542|262.491500|274.415946|289.951710|305.452086|320.916711|336.345560|351.738303|367.094798|382.911962|398.689872|414.428363|430.127640|445.786819|461.405806|476.984343|491.405792|506.349032|521.254182|536.120923|550.949193|566.289887|581.588654|596.845293|612.059892|627.232221|642.361918|657.449018|671.412340|685.877387|700.301634|714.685080|729.027410|743.861363|758.650609|773.394971|788.094031|802.747850|817.355669|831.917506|845.520861|859.538667|873.513081|887.443245|,55.757395|59.166300|62.575232|65.984216|69.393254|72.802008|76.210561|79.619248|84.426423|89.233676|94.041356|98.849738|103.658356|108.467174|114.745418|121.024060|127.303740|133.584594|139.866262|146.148587|152.635873|159.123911|165.612558|172.101676|178.591331|185.082170|191.574749|197.601788|203.863444|210.125967|216.388568|222.650968|229.148029|235.646040|242.144650|248.643732|255.143743|261.644395|268.144682|274.178238|280.446050|286.714889|292.985074|299.256757|305.763969|312.272253|318.781178|325.291085|331.802897|338.315189|344.828815|350.933313|357.244054|363.556721|369.870936|,-77.220953|-81.835447|-86.469082|-91.122121|-95.794560|-100.486222|-105.196946|-109.911980|-111.872533|-118.585902|-125.336713|-132.124914|-138.950396|-145.813070|-152.677216|-154.827955|-163.906210|-173.048041|-182.253030|-191.521321|-200.852713|-210.228640|-210.553706|-220.322082|-230.157630|-240.059479|-250.028716|-260.065001|-270.168287|-279.604473|-289.467132|-299.391591|-309.377962|-319.425906|-329.493690|-329.913742|-340.467782|-351.087879|-361.773394|-372.524238|-383.340539|-394.221760|-404.378267|-414.987870|-425.658535|-436.389829|-447.181840|-458.023954|-458.440385|-469.764075|-481.152722|-492.606515|-504.124882|-515.708555|-527.357023|-538.330749|-549.732089|-561.193336|-572.715398|-584.266465|,151.168736|159.759850|168.340905|176.911727|185.472275|194.022599|202.562744|211.066341|214.589227|226.595336|238.581136|250.546542|262.491500|274.415946|286.258356|289.951710|305.452086|320.916711|336.345560|351.738303|367.094798|382.384363|382.911962|398.689872|414.428363|430.127640|445.786819|461.405806|476.984343|491.405792|506.349032|521.254182|536.120923|550.949193|565.678127|566.289887|581.588654|596.845293|612.059892|627.232221|642.361918|657.449018|671.412340|685.877387|700.301634|714.685080|729.027410|743.315007|743.861363|758.650609|773.394971|788.094031|802.747850|817.355669|831.917506|845.520861|859.538667|873.513081|887.443245|901.288982|,59.166300|62.575232|65.984216|69.393254|72.802008|76.210561|79.619248|83.017373|84.426423|89.233676|94.041356|98.849738|103.658356|108.467174|113.251591|114.745418|121.024060|127.303740|133.584594|139.866262|146.148587|152.419212|152.635873|159.123911|165.612558|172.101676|178.591331|185.082170|191.574749|197.601788|203.863444|210.125967|216.388568|222.650968|228.888578|229.148029|235.646040|242.144650|248.643732|255.143743|261.644395|268.144682|274.178238|280.446050|286.714889|292.985074|299.256757|305.523931|305.763969|312.272253|318.781178|325.291085|331.802897|338.315189|344.828815|350.933313|357.244054|363.556721|369.870936|376.169980|,0.000000|0.018108|0.012972|0.009094|0.010907|0.009650|0.008531|0.009309|0.005274|0.005110|0.004793|0.005240|0.003992|0.004704|0.004359|0.003483|0.003450|0.005355|0.004512|0.002574|0.003981|0.003829|0.003857|0.003275|0.003639|0.005300|0.004298|0.003307|0.002921|0.004421|0.002571|0.003559|0.003477|0.003834|0.003138|0.002859|0.003425|0.003197|0.003241|0.003148|0.002936|0.002416|0.002671|0.003356|0.003757|0.003079|0.003469|0.004468|0.002426|0.003294|0.003245|0.002334|0.001885|0.002443|0.003540|
2,,,,,,,
3,158.724970|168.422958|178.123661|187.827110|197.533319|207.242189|216.953669|226.667748|240.371331|254.079808|267.793004|281.510862|295.233212|308.960020|326.886098|344.819129|362.758928|380.705135|398.657432|416.615557|435.162988|453.715953|472.274270|490.837539|509.405484|527.977805|546.554159|563.797433|581.712138|599.629740|617.549945|635.472471|654.065924|672.661286|691.258250|709.856489|728.455717|747.055614|765.655887|782.918085|800.849119|818.779632|836.709314|854.637935|873.234088|891.828463|910.420745|929.010598|947.597703|966.181748|984.762380|1002.170014|1020.158662|1038.143271|1056.123551|,-20.158962|-21.184184|-22.185836|-23.163313|-24.116132|-25.044712|-25.949098|-26.828985|-28.028968|-29.180704|-30.284601|-31.340026|-32.347337|-33.305687|-34.484325|-35.580769|-36.593989|-37.524695|-38.373188|-39.139244|-39.844792|-40.463163|-40.992885|-41.434900|-41.788750|-42.054251|-42.231717|-42.317475|-42.326715|-42.254247|-42.100262|-41.864794|-41.534092|-41.115301|-40.608295|-40.013308|-39.329836|-38.557904|-37.697083|-36.818285|-35.824729|-34.748832|-33.591234|-32.350629|-30.976448|-29.513161|-27.960510|-26.318973|-24.588617|-22.769094|-20.861995|-18.994375|-16.982171|-14.886628|-12.707639|,-103.701475|-110.023215|-116.344596|-122.666103|-128.988613|-135.311598|-141.633332|-147.955272|-156.871473|-165.787886|-174.705620|-183.624072|-192.543753|-201.462757|-213.107034|-224.752074|-236.397193|-248.043098|-259.690284|-271.338864|-283.367978|-295.398540|-307.429924|-319.462603|-331.496881|-343.532905|-355.570826|-366.744893|-378.353962|-389.965215|-401.578962|-413.194775|-425.246081|-437.299471|-449.355289|-461.413993|-473.475454|-485.540125|-497.607916|-508.810294|-520.449905|-532.092493|-543.738614|-555.387885|-567.475211|-579.565972|-591.659834|-603.756791|-615.856791|-627.960538|-640.068390|-651.416908|-663.150130|-674.887522|-686.628321|,168.422958|178.123661|187.827110|197.533319|207.242189|216.953669|226.667748|236.364282|240.371331|254.079808|267.793004|281.510862|295.233212|308.960020|322.651335|326.886098|344.819129|362.758928|380.705135|398.657432|416.615557|434.560862|435.162988|453.715953|472.274270|490.837539|509.405484|527.977805|546.554159|563.797433|581.712138|599.629740|617.549945|635.472471|653.344458|654.065924|672.661286|691.258250|709.856489|728.455717|747.055614|765.655887|782.918085|800.849119|818.779632|836.709314|854.637935|872.546467|873.234088|891.828463|910.420745|929.010598|947.597703|966.181748|984.762380|1002.170014|1020.158662|1038.143271|1056.123551|1074.023570|,-21.184184|-22.185836|-23.163313|-24.116132|-25.044712|-25.949098|-26.828985|-27.683085|-28.028968|-29.180704|-30.284601|-31.340026|-32.347337|-33.305687|-34.213379|-34.484325|-35.580769|-36.593989|-37.524695|-38.373188|-39.139244|-39.823254|-39.844792|-40.463163|-40.992885|-41.434900|-41.788750|-42.054251|-42.231717|-42.317475|-42.326715|-42.254247|-42.100262|-41.864794|-41.548564|-41.534092|-41.115301|-40.608295|-40.013308|-39.329836|-38.557904|-37.697083|-36.818285|-35.824729|-34.748832|-33.591234|-32.350629|-31.028833|-30.976448|-29.513161|-27.960510|-26.318973|-24.588617|-22.769094|-20.861995|-18.994375|-16.982171|-14.886628|-12.707639|-10.454189|,-110.023215|-116.344596|-122.666103|-128.988613|-135.311598|-141.633332|-147.955272|-154.264606|-156.871473|-165.787886|-174.705620|-183.624072|-192.543753|-201.462757|-210.356555|-213.107034|-224.752074|-236.397193|-248.043098|-259.690284|-271.338864|-282.977490|-283.367978|-295.398540|-307.429924|-319.462603|-331.496881|-343.532905|-355.570826|-366.744893|-378.353962|-389.965215|-401.578962|-413.194775|-424.778450|-425.246081|-437.299471|-449.355289|-461.413993|-473.475454|-485.540125|-497.607916|-508.810294|-520.449905|-532.092493|-543.738614|-555.387885|-567.028192|-567.475211|-579.565972|-591.659834|-603.756791|-615.856791|-627.960538|-640.068390|-651.416908|-663.150130|-674.887522|-686.628321|-698.322794|,0.000000|0.018638|0.018770|0.017125|0.017248|0.008863|0.006777|0.007325|0.008789|0.007905|0.005135|0.004377|0.004117|0.004830|0.004690|0.005417|0.003360|0.003817|0.003321|0.002978|0.005860|0.005234|0.005561|0.005121|0.004313|0.003295|0.003452|0.002814|0.002618|0.002537|0.004338|0.004215|0.002752|0.005096|0.003204|0.003877|0.005081|0.004244|0.004831|0.003732|0.004307|0.003676|0.001907|0.004048|0.004701|0.003660|0.002974|0.002477|0.003494|0.003337|0.002511|0.004873|0.001922|0.004217|0.003676|
4,126.193703|133.773222|141.339832|148.893519|156.434585|163.962663|171.477987|178.980670|189.539728|200.073128|210.580646|221.062336|231.518464|241.948902|255.526097|269.058911|282.547198|295.990560|309.390202|322.745545|336.487141|350.180630|363.825466|377.421479|390.968349|404.465811|417.913985|430.350521|443.223889|456.050980|468.831475|481.565478|494.724997|507.834567|520.893813|533.902456|546.860186|559.766575|572.621856|584.506045|596.803734|609.053251|621.254349|633.407030|645.961726|658.463631|670.912661|683.308712|695.651614|707.941449|720.178646|731.597003|743.349178|755.050965|766.702540|,98.362337|104.497787|110.649455|116.817304|123.000897|129.200649|135.416210|141.647387|150.461595|159.307269|168.184546|177.093213|186.032795|195.003311|206.760983|218.571556|230.434895|242.351172|254.318605|266.337597|278.802506|291.322776|303.898721|316.530200|329.217249|341.959838|354.757477|366.683437|379.121546|391.610457|404.150239|416.740462|429.854034|443.021135|456.241864|469.516206|482.844181|496.225941|509.660885|522.177170|535.227079|548.326275|561.474737|574.672164|588.413768|602.208170|616.055131|629.954430|643.905923|657.909193|671.963455|685.179793|698.887752|712.643742|726.447283|,-11.224909|-11.906468|-12.588679|-13.271773|-13.954850|-14.637652|-15.320466|-16.002769|-16.964942|-17.927031|-18.889255|-19.851956|-20.815136|-21.778904|-23.037317|-24.295873|-25.554528|-26.813611|-28.073062|-29.333016|-30.633743|-31.934760|-33.235718|-34.536650|-35.837762|-37.139228|-38.441067|-39.649048|-40.904090|-42.159330|-43.414539|-44.669789|-45.972293|-47.275489|-48.578897|-49.882494|-51.186342|-52.490440|-53.794465|-55.005133|-56.263686|-57.522730|-58.782093|-60.041992|-61.349031|-62.656237|-63.963445|-65.270934|-66.578746|-67.886741|-69.194963|-70.421118|-71.688702|-72.956541|-74.224709|,133.773222|141.339832|148.893519|156.434585|163.962663|171.477987|178.980670|186.411708|189.539728|200.073128|210.580646|221.062336|231.518464|241.948902|252.284114|255.526097|269.058911|282.547198|295.990560|309.390202|322.745545|336.046263|336.487141|350.180630|363.825466|377.421479|390.968349|404.465811|417.913985|430.350521|443.223889|456.050980|468.831475|481.565478|494.214914|494.724997|507.834567|520.893813|533.902456|546.860186|559.766575|572.621856|584.506045|596.803734|609.053251|621.254349|633.407030|645.507271|645.961726|658.463631|670.912661|683.308712|695.651614|707.941449|720.178646|731.597003|743.349178|755.050965|766.702540|778.295183|,104.497787|110.649455|116.817304|123.000897|129.200649|135.416210|141.647387|147.845085|150.461595|159.307269|168.184546|177.093213|186.032795|195.003311|203.945144|206.760983|218.571556|230.434895|242.351172|254.318605|266.337597|278.400172|278.802506|291.322776|303.898721|316.530200|329.217249|341.959838|354.757477|366.683437|379.121546|391.610457|404.150239|416.740462|429.343404|429.854034|443.021135|456.241864|469.516206|482.844181|496.225941|509.660885|522.177170|535.227079|548.326275|561.474737|574.672164|587.914416|588.413768|602.208170|616.055131|629.954430|643.905923|657.909193|671.963455|685.179793|698.887752|712.643742|726.447283|740.289707|,-11.906468|-12.588679|-13.271773|-13.954850|-14.637652|-15.320466|-16.002769|-16.679664|-16.964942|-17.927031|-18.889255|-19.851956|-20.815136|-21.778904|-22.736448|-23.037317|-24.295873|-25.554528|-26.813611|-28.073062|-29.333016|-30.591901|-30.633743|-31.934760|-33.235718|-34.536650|-35.837762|-37.139228|-38.441067|-39.649048|-40.904090|-42.159330|-43.414539|-44.669789|-45.921690|-45.972293|-47.275489|-48.578897|-49.882494|-51.186342|-52.490440|-53.794465|-55.005133|-56.263686|-57.522730|-58.782093|-60.041992|-61.301617|-61.349031|-62.656237|-63.963445|-65.270934|-66.578746|-67.886741|-69.194963|-70.421118|-71.688702|-72.956541|-74.224709|-75.492582|,0.000000|0.015202|0.017065|0.009624|0.007319|0.008729|0.007098|0.006258|0.005809|0.005903|0.004408|0.004039|0.003888|0.002865|0.003185|0.004194|0.003653|0.004473|0.001726|0.002472|0.003259|0.004272|0.003902|0.003399|0.003039|0.001789|0.003001|0.004617|0.003367|0.004156|0.003210|0.001977|0.002561|0.004071|0.004296|0.003328|0.003924|0.002144|0.002027|0.003022|0.003350|0.005390|0.002950|0.002582|0.003712|0.003229|0.002993|0.002413|0.003041|0.002191|0.003670|0.002252|0.003584|0.004624|0.003555|
5,5.685925|5.835639|5.963737|6.070101|6.154832|6.217661|6.258737|6.278219|6.268876|6.216462|6.121178|5.982741|5.801032|5.576202|5.217894|4.786032|4.280948|3.702507|3.050671|2.325199|1.498773|0.593877|-0.389380|-1.451156|-2.592250|-3.811811|-5.109793|-6.383438|-7.777682|-9.244596|-10.784389|-12.397199|-14.147195|-15.975803|-17.883184|-19.869395|-21.934071|-24.077121|-26.298929|-28.430795|-30.716623|-33.074768|-35.505905|-38.010371|-40.685307|-43.438829|-46.270692|-49.180659|-52.169541|-55.237342|-58.383840|-61.403633|-64.597254|-67.865155|-71.207006|,159.898938|169.649662|179.400903|189.152627|198.904796|208.657382|218.410344|228.163640|241.918790|255.674438|269.430476|283.186810|296.943341|310.699965|328.658582|346.616959|364.574867|382.532082|400.488381|418.443540|436.980763|455.516280|474.049840|492.581196|511.110093|529.636283|548.159518|565.347296|583.198140|601.045576|618.889379|636.729324|655.230624|673.727280|692.219036|710.705640|729.186851|747.662420|766.132086|783.267517|801.061303|818.848964|836.630251|854.404924|872.835620|891.258718|909.673978|928.081162|946.479977|964.870167|983.251491|1000.467449|1018.253055|1036.029625|1053.796945|,-58.039188|-61.575252|-65.111199|-68.646878|-72.182751|-75.719719|-79.256996|-82.794353|-87.783178|-92.772491|-97.762287|-102.752549|-107.743406|-112.734553|-119.250996|-125.768028|-132.285637|-138.803590|-145.321992|-151.841517|-158.574046|-165.307411|-172.041532|-178.776403|-185.512337|-192.249809|-198.987616|-205.241436|-211.738511|-218.236277|-224.734897|-231.234328|-237.976999|-244.720971|-251.466189|-258.212533|-264.959729|-271.707973|-278.457159|-284.722386|-291.231845|-297.742845|-304.255054|-310.768393|-317.525973|-324.285658|-331.046847|-337.809650|-344.573766|-351.339446|-358.106906|-364.450091|-371.007724|-377.567134|-384.128324|,5.835639|5.963737|6.070101|6.154832|6.217661|6.258737|6.278219|6.276115|6.268876|6.216462|6.121178|5.982741|5.801032|5.576202|5.309076|5.217894|4.786032|4.280948|3.702507|3.050671|2.325199|1.527964|1.498773|0.593877|-0.389380|-1.451156|-2.592250|-3.811811|-5.109793|-6.383438|-7.777682|-9.244596|-10.784389|-12.397199|-14.077636|-14.147195|-15.975803|-17.883184|-19.869395|-21.934071|-24.077121|-26.298929|-28.430795|-30.716623|-33.074768|-35.505905|-38.010371|-40.581344|-40.685307|-43.438829|-46.270692|-49.180659|-52.169541|-55.237342|-58.383840|-61.403633|-64.597254|-67.865155|-71.207006|-74.618580|,169.649662|179.400903|189.152627|198.904796|208.657382|218.410344|228.163640|237.846456|241.918790|255.674438|269.430476|283.186810|296.943341|310.699965|324.422084|328.658582|346.616959|364.574867|382.532082|400.488381|418.443540|436.354889|436.980763|455.516280|474.049840|492.581196|511.110093|529.636283|548.159518|565.347296|583.198140|601.045576|618.889379|636.729324|654.510819|655.230624|673.727280|692.219036|710.705640|729.186851|747.662420|766.132086|783.267517|801.061303|818.848964|836.630251|854.404924|872.129416|872.835620|891.258718|909.673978|928.081162|946.479977|964.870167|983.251491|1000.467449|1018.253055|1036.029625|1053.796945|1071.530786|,-61.575252|-65.111199|-68.646878|-72.182751|-75.719719|-79.256996|-82.794353|-86.306193|-87.783178|-92.772491|-97.762287|-102.752549|-107.743406|-112.734553|-117.713705|-119.250996|-125.768028|-132.285637|-138.803590|-145.321992|-151.841517|-158.346703|-158.574046|-165.307411|-172.041532|-178.776403|-185.512337|-192.249809|-198.987616|-205.241436|-211.738511|-218.236277|-224.734897|-231.234328|-237.714617|-237.976999|-244.720971|-251.466189|-258.212533|-264.959729|-271.707973|-278.457159|-284.722386|-291.231845|-297.742845|-304.255054|-310.768393|-317.266974|-317.525973|-324.285658|-331.046847|-337.809650|-344.573766|-351.339446|-358.106906|-364.450091|-371.007724|-377.567134|-384.128324|-390.682889|,0.000000|0.015801|0.014850|0.010823|0.013892|0.009852|0.008599|0.007478|0.006111|0.005566|0.006055|0.006042|0.003289|0.003661|0.003237|0.003958|0.004699|0.003738|0.002888|0.003061|0.003071|0.003578|0.005425|0.005194|0.004422|0.004194|0.004411|0.001916|0.003260|0.003363|0.004706|0.002980|0.002926|0.004488|0.002053|0.003644|0.003206|0.002823|0.004031|0.005410|0.002588|0.002280|0.005534|0.002094|0.002867|0.003133|0.004426|0.003128|0.003106|0.003970|0.003960|0.003027|0.004238|0.003143|0.001786|
6,-159.942950|-169.694147|-179.445669|-189.197490|-198.949587|-208.701933|-218.454491|-228.207231|-241.961340|-255.715641|-269.470040|-283.224461|-296.978809|-310.732989|-328.688048|-346.642465|-364.596044|-382.548581|-400.499875|-418.449725|-436.981169|-455.510633|-474.037893|-492.562723|-511.084898|-529.604212|-548.120428|-565.301576|-583.145433|-600.985815|-618.822519|-636.655348|-655.149282|-673.638614|-692.123097|-710.602519|-729.076671|-747.545328|-766.008258|-783.137602|-800.925246|-818.706964|-836.482569|-854.251839|-872.677226|-891.095359|-909.506009|-927.908952|-946.303952|-964.690730|-983.069080|-1000.282690|-1018.066307|-1035.841433|-1053.607887|,4.272316|4.354181|4.416089|4.457835|4.479039|4.479489|4.459315|4.418399|4.325526|4.192047|4.018394|3.803564|3.547818|3.251465|2.803029|2.285549|1.698515|1.042028|0.316256|-0.479671|-1.375222|-2.344488|-3.388058|-4.505978|-5.698567|-6.964299|-8.304437|-9.614676|-11.043854|-12.541806|-14.108743|-15.744544|-17.513769|-19.356963|-21.274890|-23.267156|-25.333261|-27.473359|-29.687629|-31.808969|-34.080385|-36.420782|-38.829871|-41.308094|-43.951929|-46.670071|-49.462537|-52.329321|-55.270586|-58.287199|-61.378747|-64.343322|-67.476552|-70.679470|-73.951746|,-18.829619|-19.978332|-21.126735|-22.275129|-23.423508|-24.572131|-25.721016|-26.870128|-28.490684|-30.110783|-31.730248|-33.348975|-34.966935|-36.584767|-38.696748|-40.808648|-42.920594|-45.032848|-47.145624|-49.258538|-51.440693|-53.623548|-55.806757|-57.990195|-60.175081|-62.358201|-64.541596|-66.568192|-68.673440|-70.779074|-72.885103|-74.992279|-77.180966|-79.369622|-81.558525|-83.747412|-85.936573|-88.126327|-90.316648|-92.349506|-94.462037|-96.574969|-98.688048|-100.801624|-102.994493|-105.187564|-107.381144|-109.575169|-111.769807|-113.966379|-116.163844|-118.223349|-120.352573|-122.482259|-124.612511|,-169.694147|-179.445669|-189.197490|-198.949587|-208.701933|-218.454491|-228.207231|-237.939702|-241.961340|-255.715641|-269.470040|-283.224461|-296.978809|-310.732989|-324.434437|-328.688048|-346.642465|-364.596044|-382.548581|-400.499875|-418.449725|-436.305730|-436.981169|-455.510633|-474.037893|-492.562723|-511.084898|-529.604212|-548.120428|-565.301576|-583.145433|-600.985815|-618.822519|-636.655348|-654.450598|-655.149282|-673.638614|-692.123097|-710.602519|-729.076671|-747.545328|-766.008258|-783.137602|-800.925246|-818.706964|-836.482569|-854.251839|-871.947174|-872.677226|-891.095359|-909.506009|-927.908952|-946.303952|-964.690730|-983.069080|-1000.282690|-1018.066307|-1035.841433|-1053.607887|-1071.273291|,4.354181|4.416089|4.457835|4.479039|4.479489|4.459315|4.418399|4.356943|4.325526|4.192047|4.018394|3.803564|3.547818|3.251465|2.915534|2.803029|2.285549|1.698515|1.042028|0.316256|-0.479671|-1.340922|-1.375222|-2.344488|-3.388058|-4.505978|-5.698567|-6.964299|-8.304437|-9.614676|-11.043854|-12.541806|-14.108743|-15.744544|-17.445574|-17.513769|-19.356963|-21.274890|-23.267156|-25.333261|-27.473359|-29.687629|-31.808969|-34.080385|-36.420782|-38.829871|-41.308094|-43.845743|-43.951929|-46.670071|-49.462537|-52.329321|-55.270586|-58.287199|-61.378747|-64.343322|-67.476552|-70.679470|-73.951746|-77.276060|,-19.978332|-21.126735|-22.275129|-23.423508|-24.572131|-25.721016|-26.870128|-28.016946|-28.490684|-30.110783|-31.730248|-33.348975|-34.966935|-36.584767|-38.196394|-38.696748|-40.808648|-42.920594|-45.032848|-47.145624|-49.258538|-51.361145|-51.440693|-53.623548|-55.806757|-57.990195|-60.175081|-62.358201|-64.541596|-66.568192|-68.673440|-70.779074|-72.885103|-74.992279|-77.098264|-77.180966|-79.369622|-81.558525|-83.747412|-85.936573|-88.126327|-90.316648|-92.349506|-94.462037|-96.574969|-98.688048|-100.801624|-102.907578|-102.994493|-105.187564|-107.381144|-109.575169|-111.769807|-113.966379|-116.163844|-118.223349|-120.352573|-122.482259|-124.612511|-126.731954|,0.000000|0.016395|0.013366|0.010690|0.007714|0.007677|0.010692|0.008054|0.005074|0.004428|0.005005|0.003444|0.004243|0.003618|0.003235|0.004330|0.003018|0.003542|0.005066|0.003416|0.004099|0.002752|0.003258|0.003561|0.003332|0.002656|0.004390|0.002472|0.002527|0.006491|0.003593|0.002140|0.003790|0.004178|0.004609|0.003202|0.002878|0.004255|0.004752|0.001372|0.001804|0.002242|0.003158|0.003558|0.002476|0.002720|0.001168|0.002256|0.004342|0.003120|0.002118|0.003023|0.004244|0.003871|0.002431|
