index,entry_x,entry_y,entry_z,exit_x,exit_y,exit_z,edep
0,-115.391731|-122.241110|-129.069183|-135.875994|-142.661513|-149.425660|-156.168310|-162.889498|-172.331430|-181.730269|-191.085775|-200.397989|-209.666801|-218.891818|-230.869143|-242.771917|-254.599379|-266.351384|-278.027489|-289.627550|-301.523848|-313.338144|-325.069988|-336.719271|-348.285695|-359.768877|-371.168345|-381.672479|-392.507942|-403.265044|-413.943148|-424.541944|-435.452120|-446.276122|-457.014415|-467.666019|-478.230206|-488.707277|-499.096876|-508.660038|-518.512455|-528.281827|-537.968024|-547.571095|-557.444181|-567.226488|-576.917545|-586.517011|-596.024535|-605.441117|-614.765374|,-110.836584|-117.780192|-124.745324|-131.731836|-138.739658|-145.768771|-152.819203|-159.890819|-169.899612|-179.950470|-190.043355|-200.177943|-210.354065|-220.571835|-233.972496|-247.442961|-260.983364|-274.593231|-288.272380|-302.020339|-316.287532|-330.627647|-345.040441|-359.525344|-374.081972|-388.710018|-403.409255|-417.114412|-431.414045|-445.778590|-460.208037|-474.702075|-489.804823|-504.976530|-520.216135|-535.523851|-550.899662|-566.342652|-581.852486|-596.306364|-611.381678|-626.518857|-641.717424|-656.976756|-672.869451|-688.827369|-704.850246|-720.937706|-737.089385|-753.303827|-769.581511|,-175.509766|-186.203771|-196.898117|-207.592841|-218.288060|-228.983741|-239.679676|-250.376271|-265.462142|-280.549608|-295.637838|-310.727534|-325.819048|-340.912518|-360.618646|-380.329494|-400.043451|-419.760977|-439.482296|-459.209491|-479.582358|-499.959433|-520.341268|-540.728225|-561.120115|-581.517023|-601.918611|-620.856886|-640.532354|-660.211805|-679.896026|-699.586139|-720.017227|-740.455136|-760.899586|-781.351220|-801.808937|-822.273511|-842.745233|-861.750880|-881.499568|-901.255024|-921.018085|-940.788917|-961.305379|-981.830241|-1002.362963|-1022.904366|-1043.454848|-1064.012462|-1084.578209|,-116.955274|-122.241110|-129.069183|-135.875994|-142.661513|-149.425660|-156.168310|-162.889498|-169.552941|-172.331430|-181.730269|-191.085775|-200.397989|-209.666801|-218.891818|-228.059634|-230.869143|-242.771917|-254.599379|-266.351384|-278.027489|-289.627550|-301.150032|-301.523848|-313.338144|-325.069988|-336.719271|-348.285695|-359.768877|-371.168345|-381.672479|-392.507942|-403.265044|-413.943148|-424.541944|-435.039227|-435.452120|-446.276122|-457.014415|-467.666019|-478.230206|-488.707277|-499.096876|-508.660038|-518.512455|-528.281827|-537.968024|-547.571095|-557.066684|-557.444181|-567.226488|-576.917545|-586.517011|-596.024535|-605.441117|-614.765374|-616.629539|,-112.417852|-117.780192|-124.745324|-131.731836|-138.739658|-145.768771|-152.819203|-159.890819|-166.945205|-169.899612|-179.950470|-190.043355|-200.177943|-210.354065|-220.571835|-230.815413|-233.972496|-247.442961|-260.983364|-274.593231|-288.272380|-302.020339|-315.835621|-316.287532|-330.627647|-345.040441|-359.525344|-374.081972|-388.710018|-403.409255|-417.114412|-431.414045|-445.778590|-460.208037|-474.702075|-489.229819|-489.804823|-504.976530|-520.216135|-535.523851|-550.899662|-566.342652|-581.852486|-596.306364|-611.381678|-626.518857|-641.717424|-656.976756|-672.257903|-672.869451|-688.827369|-704.850246|-720.937706|-737.089385|-753.303827|-769.581511|-772.862924|,-177.947988|-186.203771|-196.898117|-207.592841|-218.288060|-228.983741|-239.679676|-250.376271|-261.015542|-265.462142|-280.549608|-295.637838|-310.727534|-325.819048|-340.912518|-355.985008|-360.618646|-380.329494|-400.043451|-419.760977|-439.482296|-459.209491|-478.939151|-479.582358|-499.959433|-520.341268|-540.728225|-561.120115|-581.517023|-601.918611|-620.856886|-640.532354|-660.211805|-679.896026|-699.586139|-719.240931|-720.017227|-740.455136|-760.899586|-781.351220|-801.808937|-822.273511|-842.745233|-861.750880|-881.499568|-901.255024|-921.018085|-940.788917|-960.517309|-961.305379|-981.830241|-1002.362963|-1022.904366|-1043.454848|-1064.012462|-1084.578209|-1088.715505|,0.000000|0.000594|0.001996|0.001033|0.001383|0.002529|0.002506|0.001819|0.001934|0.003640|0.002859|0.002832|0.001927|0.001656|0.003123|0.004180|0.003058|0.003106|0.002065|0.002341|0.002289|0.005992|0.004160|0.004228|0.003716|0.001945|0.003351|0.003248|0.002043|0.003377|0.003842|0.003411|0.003220|0.003974|0.001688|0.002278|0.002950|0.002752|0.002298|0.003013|0.002421|0.001891|0.002346|0.005236|0.002165|0.003876|0.001650|0.003614|0.003885|0.003389|0.002235|
1,71.514955|75.139476|80.313516|85.560498|90.880757|96.273790|101.739524|107.277925|114.617099|122.080222|129.666565|137.375850|145.206822|153.160053|161.501285|169.973054|178.574772|187.306651|196.168920|205.160018|214.280027|222.859482|231.888767|241.036936|,-206.465158|-215.527543|-228.284338|-241.013410|-253.714284|-266.386786|-279.030588|-291.645349|-308.069165|-324.442047|-340.763469|-357.032741|-373.249553|-389.412892|-406.044047|-422.616368|-439.129199|-455.581561|-471.972459|-488.301638|-504.568169|-519.607511|-535.171152|-550.674534|,360.341022|376.434701|399.133404|421.833829|444.537429|467.244915|489.956185|512.672172|542.332791|572.000031|601.674468|631.356987|661.048320|690.749271|721.423198|752.108259|782.804936|813.513186|844.232763|874.965121|905.711654|934.258717|963.925432|993.605875|,73.513150|75.139476|78.796187|80.313516|85.560498|90.880757|96.273790|101.739524|107.277925|112.873479|114.617099|122.080222|129.666565|137.375850|145.206822|153.160053|161.221433|161.501285|169.973054|178.574772|187.306651|196.168920|205.160018|214.280027|222.859482|231.888767|241.036936|245.272524|,-211.474274|-215.527543|-224.564702|-228.284338|-241.013410|-253.714284|-266.386786|-279.030588|-291.645349|-304.196720|-308.069165|-324.442047|-340.763469|-357.032741|-373.249553|-389.412892|-405.491210|-406.044047|-422.616368|-439.129199|-455.581561|-471.972459|-488.301638|-504.568169|-519.607511|-535.171152|-550.674534|-557.767086|,369.233488|376.434701|392.509467|399.133404|421.833829|444.537429|467.244915|489.956185|512.672172|535.330555|542.332791|572.000031|601.674468|631.356987|661.048320|690.749271|720.401648|721.423198|752.108259|782.804936|813.513186|844.232763|874.965121|905.711654|934.258717|963.925432|993.605875|1007.227438|,0.000000|0.001022|0.002088|0.001785|0.003875|0.002943|0.003215|0.003396|0.003084|0.004366|0.004777|0.004495|0.004020|0.003175|0.004092|0.005549|0.003335|0.004739|0.003152|0.004024|0.004746|0.005782|0.004620|0.004571|
2,-137.794607|-146.303006|-154.824388|-163.358447|-171.905368|-180.465114|-189.037677|-197.623034|-209.752113|-221.906152|-234.085075|-246.288862|-258.517382|-270.770439|-286.802980|-302.877085|-318.992271|-335.147963|-351.344209|-367.580874|-384.387463|-401.236283|-418.126918|-435.059301|-452.033356|-469.048551|-486.104715|-501.970233|-518.487616|-535.042202|-551.633624|-568.261726|-585.548256|-602.873493|-620.237126|-637.638743|-655.078216|-672.555082|-690.069528|-706.356903|-723.308734|-740.294415|-757.313627|-774.366306|-792.090210|-809.849582|-827.643752|-845.472346|-863.335142|-881.232133|-899.162683|-915.994661|-933.422507|-950.880805|-968.369496|,81.318179|86.084220|90.827633|95.548838|100.247416|104.923329|109.576488|114.206825|120.698181|127.144493|133.545602|139.901247|146.211364|152.476004|160.585617|168.617003|176.570357|184.446049|192.243327|199.961755|207.847810|215.649900|223.368043|231.001613|238.549978|246.013373|253.391343|260.161870|267.116368|273.991039|280.785882|287.500492|294.381646|301.176402|307.884572|314.506174|321.040649|327.488114|333.847350|339.670780|345.640271|351.527733|357.333063|363.055625|368.904342|374.663432|380.333461|385.914360|391.405722|396.806666|402.117689|407.012657|411.988486|416.879787|421.685854|,-127.296460|-135.065027|-142.833967|-150.603256|-158.372833|-166.142804|-173.913195|-181.683902|-192.642413|-203.601406|-214.560951|-225.521326|-236.482881|-247.445375|-261.758153|-276.073159|-290.389709|-304.708325|-319.028904|-333.351473|-348.141712|-362.933752|-377.727490|-392.523534|-407.322026|-422.123081|-436.926178|-450.667264|-464.943575|-479.222192|-493.502750|-507.786417|-522.605608|-537.427949|-552.253774|-567.083098|-581.915669|-596.751374|-611.590831|-625.365646|-639.677646|-653.993398|-668.313226|-682.637395|-697.500556|-712.368138|-727.239980|-742.116575|-756.998169|-771.884900|-786.776092|-800.733640|-815.164671|-829.600943|-844.042613|,-146.303006|-154.824388|-163.358447|-171.905368|-180.465114|-189.037677|-197.623034|-206.185537|-209.752113|-221.906152|-234.085075|-246.288862|-258.517382|-270.770439|-282.980956|-286.802980|-302.877085|-318.992271|-335.147963|-351.344209|-367.580874|-383.794759|-384.387463|-401.236283|-418.126918|-435.059301|-452.033356|-469.048551|-486.104715|-501.970233|-518.487616|-535.042202|-551.633624|-568.261726|-584.903581|-585.548256|-602.873493|-620.237126|-637.638743|-655.078216|-672.555082|-690.069528|-706.356903|-723.308734|-740.294415|-757.313627|-774.366306|-791.451468|-792.090210|-809.849582|-827.643752|-845.472346|-863.335142|-881.232133|-899.162683|-915.994661|-933.422507|-950.880805|-968.369496|-985.817958|,86.084220|90.827633|95.548838|100.247416|104.923329|109.576488|114.206825|118.795488|120.698181|127.144493|133.545602|139.901247|146.211364|152.476004|158.661322|160.585617|168.617003|176.570357|184.446049|192.243327|199.961755|207.571474|207.847810|215.649900|223.368043|231.001613|238.549978|246.013373|253.391343|260.161870|267.116368|273.991039|280.785882|287.500492|294.126854|294.381646|301.176402|307.884572|314.506174|321.040649|327.488114|333.847350|339.670780|345.640271|351.527733|357.333063|363.055625|368.695334|368.904342|374.663432|380.333461|385.914360|391.405722|396.806666|402.117689|407.012657|411.988486|416.879787|421.685854|426.387842|,-135.065027|-142.833967|-150.603256|-158.372833|-166.142804|-173.913195|-181.683902|-189.422352|-192.642413|-203.601406|-214.560951|-225.521326|-236.482881|-247.445375|-258.349269|-261.758153|-276.073159|-290.389709|-304.708325|-319.028904|-333.351473|-347.620722|-348.141712|-362.933752|-377.727490|-392.523534|-407.322026|-422.123081|-436.926178|-450.667264|-464.943575|-479.222192|-493.502750|-507.786417|-522.053490|-522.605608|-537.427949|-552.253774|-567.083098|-581.915669|-596.751374|-611.590831|-625.365646|-639.677646|-653.993398|-668.313226|-682.637395|-696.965348|-697.500556|-712.368138|-727.239980|-742.116575|-756.998169|-771.884900|-786.776092|-800.733640|-815.164671|-829.600943|-844.042613|-858.431908|,0.000000|0.001287|0.001235|0.001554|0.001576|0.002222|0.002308|0.001263|0.001539|0.001743|0.002511|0.002006|0.001467|0.002815|0.001038|0.002818|0.002231|0.003439|0.002316|0.001223|0.002789|0.001796|0.003008|0.002705|0.002934|0.004381|0.002837|0.002164|0.003447|0.002759|0.002421|0.002672|0.002617|0.004418|0.002185|0.003891|0.004094|0.002870|0.002472|0.003106|0.002915|0.002628|0.002254|0.001757|0.002656|0.002840|0.004020|0.002681|0.002994|0.003087|0.002720|0.003263|0.001862|0.002386|0.002624|
3,-153.442255|-162.740420|-172.032558|-181.318640|-190.598618|-199.872494|-209.140231|-218.401790|-231.452395|-244.490590|-257.516260|-270.529320|-283.529645|-296.517205|-313.452513|-330.365766|-347.256669|-364.125043|-380.970408|-397.792831|-415.137604|-432.457503|-449.752375|-467.021979|-484.266041|-501.484401|-518.676867|-534.609018|-551.134625|-567.635559|-584.111612|-600.562571|-617.600594|-634.611154|-651.594121|-668.549283|-685.476366|-702.375131|-719.245415|-734.876300|-751.086652|-767.269860|-783.425748|-799.554145|-816.254923|-832.925622|-849.566079|-866.176120|-882.755437|-899.303994|-915.821508|-931.270906|-947.210193|-963.119803|-978.999693|,-45.337340|-48.276477|-51.235233|-54.213590|-57.211598|-60.229135|-63.266212|-66.322851|-70.666746|-75.049410|-79.470913|-83.931217|-88.430427|-92.968325|-98.950554|-104.998491|-111.112402|-117.292180|-123.538650|-129.850937|-136.437543|-143.094170|-149.820572|-156.616767|-163.482869|-170.418656|-177.423996|-183.987802|-190.869556|-197.815871|-204.826736|-211.902151|-219.309871|-226.787031|-234.333319|-241.948666|-249.633167|-257.386825|-265.209426|-272.530984|-280.199150|-287.931464|-295.727821|-303.588095|-311.809579|-320.099893|-328.458825|-336.886197|-345.382174|-353.946223|-362.578450|-370.729041|-379.216217|-387.767079|-396.381181|,-21.774822|-23.101510|-24.428145|-25.754882|-27.081663|-28.408543|-29.735571|-31.062620|-32.934184|-34.805741|-36.677326|-38.549075|-40.421037|-42.293154|-44.737182|-47.181509|-49.626027|-52.070754|-54.515058|-56.959469|-59.483649|-62.008401|-64.533560|-67.058817|-69.583920|-72.109137|-74.634940|-76.979008|-79.413953|-81.849273|-84.285163|-86.721697|-89.249518|-91.777491|-94.305557|-96.834116|-99.363488|-101.893231|-104.423381|-106.771727|-109.211543|-111.651738|-114.091924|-116.532404|-119.064503|-121.597813|-124.131427|-126.665008|-129.199377|-131.734650|-134.270305|-136.646701|-139.103338|-141.560257|-144.017539|,-162.740420|-172.032558|-181.318640|-190.598618|-199.872494|-209.140231|-218.401790|-227.616669|-231.452395|-244.490590|-257.516260|-270.529320|-283.529645|-296.517205|-309.412527|-313.452513|-330.365766|-347.256669|-364.125043|-380.970408|-397.792831|-414.559867|-415.137604|-432.457503|-449.752375|-467.021979|-484.266041|-501.484401|-518.676867|-534.609018|-551.134625|-567.635559|-584.111612|-600.562571|-616.919729|-617.600594|-634.611154|-651.594121|-668.549283|-685.476366|-702.375131|-719.245415|-734.876300|-751.086652|-767.269860|-783.425748|-799.554145|-815.599512|-816.254923|-832.925622|-849.566079|-866.176120|-882.755437|-899.303994|-915.821508|-931.270906|-947.210193|-963.119803|-978.999693|-994.818188|,-48.276477|-51.235233|-54.213590|-57.211598|-60.229135|-63.266212|-66.322851|-69.385556|-70.666746|-75.049410|-79.470913|-83.931217|-88.430427|-92.968325|-97.516774|-98.950554|-104.998491|-111.112402|-117.292180|-123.538650|-129.850937|-136.216659|-136.437543|-143.094170|-149.820572|-156.616767|-163.482869|-170.418656|-177.423996|-183.987802|-190.869556|-197.815871|-204.826736|-211.902151|-219.012283|-219.309871|-226.787031|-234.333319|-241.948666|-249.633167|-257.386825|-265.209426|-272.530984|-280.199150|-287.931464|-295.727821|-303.588095|-311.485352|-311.809579|-320.099893|-328.458825|-336.886197|-345.382174|-353.946223|-362.578450|-370.729041|-379.216217|-387.767079|-396.381181|-405.041421|,-23.101510|-24.428145|-25.754882|-27.081663|-28.408543|-29.735571|-31.062620|-32.383911|-32.934184|-34.805741|-36.677326|-38.549075|-40.421037|-42.293154|-44.153839|-44.737182|-47.181509|-49.626027|-52.070754|-54.515058|-56.959469|-59.399492|-59.483649|-62.008401|-64.533560|-67.058817|-69.583920|-72.109137|-74.634940|-76.979008|-79.413953|-81.849273|-84.285163|-86.721697|-89.148421|-89.249518|-91.777491|-94.305557|-96.834116|-99.363488|-101.893231|-104.423381|-106.771727|-109.211543|-111.651738|-114.091924|-116.532404|-118.965022|-119.064503|-121.597813|-124.131427|-126.665008|-129.199377|-131.734650|-134.270305|-136.646701|-139.103338|-141.560257|-144.017539|-146.470101|,0.000000|0.001371|0.001328|0.001046|0.002014|0.001932|0.000885|0.000817|0.000583|0.000802|0.001218|0.002142|0.000967|0.001019|0.001057|0.001289|0.001483|0.002255|0.003567|0.001563|0.003136|0.002969|0.001572|0.003659|0.003105|0.001866|0.001942|0.002608|0.002235|0.001688|0.001247|0.001908|0.001484|0.001550|0.002665|0.001919|0.001732|0.002286|0.001082|0.001401|0.002457|0.001574|0.002407|0.001419|0.001370|0.003126|0.001708|0.002088|0.002766|0.002034|0.001700|0.001720|0.002332|0.001531|0.002335|
4,-188.768261|-198.518382|-208.270319|-218.023952|-227.779190|-241.539218|-255.301988|-269.067187|-282.834617|-296.604025|-310.375138|-328.354821|-346.336357|-364.319161|-382.302680|-400.286311|-418.269470|-436.835924|-455.400614|-473.962888|-492.522096|-511.077585|-529.628722|-548.174861|-565.381705|-583.249772|-601.111444|-618.966133|-636.813248|-655.317669|-673.812642|-692.297508|-710.771599|-729.234276|,13.494669|13.836620|14.143428|14.415493|14.652756|14.926695|15.131334|15.267578|15.334330|15.331408|15.258972|15.059923|14.742811|14.307662|13.753673|13.081242|12.290344|11.349415|10.281731|9.087545|7.766951|6.320496|4.747570|3.047721|1.357012|-0.515326|-2.505769|-4.614420|-6.841796|-9.277195|-11.840503|-14.531450|-17.350358|-20.296244|,-263.112694|-276.663917|-290.215010|-303.767253|-317.321212|-336.436251|-355.554140|-374.675754|-393.800268|-412.927628|-432.057432|-457.034098|-482.016625|-507.003198|-531.995051|-556.991930|-581.995049|-607.818051|-633.648383|-659.485628|-685.330256|-711.182891|-737.043855|-762.914418|-786.932300|-811.889562|-836.855906|-861.832348|-886.816582|-912.741856|-938.677643|-964.624695|-990.583451|-1016.553101|,-196.300633|-198.518382|-208.270319|-218.023952|-227.779190|-237.525498|-241.539218|-255.301988|-269.067187|-282.834617|-296.604025|-310.375138|-324.104402|-328.354821|-346.336357|-364.319161|-382.302680|-400.286311|-418.269470|-436.241627|-436.835924|-455.400614|-473.962888|-492.522096|-511.077585|-529.628722|-548.174861|-565.381705|-583.249772|-601.111444|-618.966133|-636.813248|-654.596956|-655.317669|-673.812642|-692.297508|-710.771599|-729.234276|-741.973684|,13.761914|13.836620|14.143428|14.415493|14.652756|14.853961|14.926695|15.131334|15.267578|15.334330|15.331408|15.258972|15.117642|15.059923|14.742811|14.307662|13.753673|13.081242|12.290344|11.381489|11.349415|10.281731|9.087545|7.766951|6.320496|4.747570|3.047721|1.357012|-0.515326|-2.505769|-4.614420|-6.841796|-9.179927|-9.277195|-11.840503|-14.531450|-17.350358|-20.296244|-22.404491|,-273.581787|-276.663917|-290.215010|-303.767253|-317.321212|-330.860704|-336.436251|-355.554140|-374.675754|-393.800268|-412.927628|-432.057432|-451.129320|-457.034098|-482.016625|-507.003198|-531.995051|-556.991930|-581.995049|-606.991337|-607.818051|-633.648383|-659.485628|-685.330256|-711.182891|-737.043855|-762.914418|-786.932300|-811.889562|-836.855906|-861.832348|-886.816582|-911.731672|-912.741856|-938.677643|-964.624695|-990.583451|-1016.553101|-1034.488331|,0.000000|0.001194|0.003167|0.001780|0.001641|0.001882|0.001570|0.002223|0.002162|0.003579|0.002094|0.003028|0.002050|0.002205|0.003763|0.004734|0.004191|0.005436|0.004586|0.002941|0.003126|0.002907|0.004061|0.002505|0.003402|0.004782|0.005933|0.002616|0.003881|0.002346|0.004435|0.003219|0.002360|0.004081|
5,-84.167688|-88.819475|-93.501877|-98.214783|-102.958182|-109.699213|-116.500344|-123.361712|-130.283335|-137.265301|-144.307580|-153.591321|-162.977804|-172.465971|-182.055706|-191.746582|-201.538733|-211.754952|-222.077943|-232.507839|-243.044353|-253.687486|-264.436476|-275.290880|-285.458935|-296.117018|-306.872511|-317.725324|-328.675476|-340.137079|-351.702782|-363.372794|-375.145802|-387.022324|-399.001107|,169.503283|178.078917|186.638585|195.182239|203.709782|215.708328|227.674620|239.608301|251.509076|263.376607|275.210619|290.608665|305.948456|321.229900|336.452407|351.615555|366.718614|382.248968|397.714496|413.114400|428.448110|443.714893|458.914450|474.046304|488.028186|502.489078|516.885392|531.216515|545.481763|560.208962|574.864181|589.446533|603.956064|618.391694|632.753442|,259.060768|272.410738|285.761597|299.113517|312.466337|331.298947|350.133716|368.970463|387.809964|406.652128|425.496361|450.098916|474.703642|499.312148|523.926118|548.545455|573.171707|598.604647|624.045365|649.494429|674.949348|700.412109|725.882499|751.359760|775.011875|799.589693|824.176266|848.770453|873.372360|898.903265|924.444952|949.995550|975.557986|1001.132269|1026.716295|,-88.819475|-93.501877|-98.214783|-102.958182|-107.720487|-109.699213|-116.500344|-123.361712|-130.283335|-137.265301|-144.307580|-151.396959|-153.591321|-162.977804|-172.465971|-182.055706|-191.746582|-201.538733|-211.428276|-211.754952|-222.077943|-232.507839|-243.044353|-253.687486|-264.436476|-275.290880|-285.458935|-296.117018|-306.872511|-317.725324|-328.675476|-339.691565|-340.137079|-351.702782|-363.372794|-375.145802|-387.022324|-399.001107|-404.514403|,178.078917|186.638585|195.182239|203.709782|212.200817|215.708328|227.674620|239.608301|251.509076|263.376607|275.210619|286.989758|290.608665|305.948456|321.229900|336.452407|351.615555|366.718614|381.755878|382.248968|397.714496|413.114400|428.448110|443.714893|458.914450|474.046304|488.028186|502.489078|516.885392|531.216515|545.481763|559.640328|560.208962|574.864181|589.446533|603.956064|618.391694|632.753442|639.297504|,272.410738|285.761597|299.113517|312.466337|325.788224|331.298947|350.133716|368.970463|387.809964|406.652128|425.496361|444.308117|450.098916|474.703642|499.312148|523.926118|548.545455|573.171707|597.795404|598.604647|624.045365|649.494429|674.949348|700.412109|725.882499|751.359760|775.011875|799.589693|824.176266|848.770453|873.372360|897.914970|898.903265|924.444952|949.995550|975.557986|1001.132269|1026.716295|1038.422223|,0.000000|0.001243|0.002092|0.002382|0.002605|0.002038|0.003186|0.003993|0.003352|0.002062|0.002033|0.002744|0.003426|0.003984|0.004649|0.002752|0.002951|0.003331|0.003207|0.003970|0.004381|0.003389|0.004496|0.004935|0.003121|0.002884|0.003471|0.004946|0.004242|0.004086|0.003271|0.003554|0.003751|0.005914|0.003284|
6,85.936559|91.359148|96.803580|102.269733|107.757479|113.266739|118.797536|124.349881|132.216781|140.127452|148.081332|156.077878|164.116948|172.198345|182.812093|193.497603|204.254923|215.084168|225.985123|236.957173|248.360715|259.840180|271.395418|283.026434|294.733061|306.515085|318.371892|329.442107|341.010015|352.647235|364.353130|376.127549|388.413928|400.774979|413.209818|425.717683|438.298586|450.952374|463.679641|475.556197|487.959308|500.429036|512.965515|525.568708|538.711718|551.925568|565.210054|578.565042|591.990650|605.487021|619.053987|631.830491|645.100581|658.436729|671.838455|,-134.962617|-143.068406|-151.159905|-159.237132|-167.300107|-175.348819|-183.383193|-191.403160|-202.688734|-213.944758|-225.171422|-236.368903|-247.537123|-258.676038|-273.172891|-287.619367|-302.015043|-316.359452|-330.652346|-344.893753|-359.543306|-374.137026|-388.674580|-403.155526|-417.579537|-431.946322|-446.255874|-459.484724|-473.173047|-486.807123|-500.387014|-513.912434|-527.884395|-541.796170|-555.647954|-569.439861|-583.171430|-596.842323|-610.451634|-623.026979|-636.033361|-648.982547|-661.874027|-674.707415|-687.958573|-701.147061|-714.272579|-727.334773|-740.333085|-753.266931|-766.135972|-778.136076|-790.479178|-802.760323|-814.979467|,127.316393|135.072314|142.828506|150.584888|158.341216|166.097673|173.854434|181.611521|192.551820|203.493762|214.435979|225.378956|236.322964|247.268276|261.558520|275.850521|290.143417|304.438152|318.734872|333.033730|347.799348|362.567104|377.337403|392.109889|406.884683|421.661793|436.441770|450.161723|464.415858|478.672959|492.933285|507.194958|521.991204|536.790326|551.592646|566.398684|581.208549|596.022187|610.840745|624.595800|638.888359|653.185165|667.485429|681.789512|696.627661|711.471027|726.318993|741.171472|756.028966|770.891275|785.757636|799.692416|814.100106|828.512528|842.929962|,91.359148|96.803580|102.269733|107.757479|113.266739|118.797536|124.349881|129.895392|132.216781|140.127452|148.081332|156.077878|164.116948|172.198345|180.282710|182.812093|193.497603|204.254923|215.084168|225.985123|236.957173|247.964901|248.360715|259.840180|271.395418|283.026434|294.733061|306.515085|318.371892|329.442107|341.010015|352.647235|364.353130|376.127549|387.933261|388.413928|400.774979|413.209818|425.717683|438.298586|450.952374|463.679641|475.556197|487.959308|500.429036|512.965515|525.568708|538.190462|538.711718|551.925568|565.210054|578.565042|591.990650|605.487021|619.053987|631.830491|645.100581|658.436729|671.838455|685.260486|,-143.068406|-151.159905|-159.237132|-167.300107|-175.348819|-183.383193|-191.403160|-199.367947|-202.688734|-213.944758|-225.171422|-236.368903|-247.537123|-258.676038|-269.731675|-273.172891|-287.619367|-302.015043|-316.359452|-330.652346|-344.893753|-359.037386|-359.543306|-374.137026|-388.674580|-403.155526|-417.579537|-431.946322|-446.255874|-459.484724|-473.173047|-486.807123|-500.387014|-513.912434|-527.340507|-527.884395|-541.796170|-555.647954|-569.439861|-583.171430|-596.842323|-610.451634|-623.026979|-636.033361|-648.982547|-661.874027|-674.707415|-687.435598|-687.958573|-701.147061|-714.272579|-727.334773|-740.333085|-753.266931|-766.135972|-778.136076|-790.479178|-802.760323|-814.979467|-827.096203|,135.072314|142.828506|150.584888|158.341216|166.097673|173.854434|181.611521|189.329643|192.551820|203.493762|214.435979|225.378956|236.322964|247.268276|258.161655|261.558520|275.850521|290.143417|304.438152|318.734872|333.033730|347.288445|347.799348|362.567104|377.337403|392.109889|406.884683|421.661793|436.441770|450.161723|464.415858|478.672959|492.933285|507.194958|521.413982|521.991204|536.790326|551.592646|566.398684|581.208549|596.022187|610.840745|624.595800|638.888359|653.185165|667.485429|681.789512|696.040619|696.627661|711.471027|726.318993|741.171472|756.028966|770.891275|785.757636|799.692416|814.100106|828.512528|842.929962|857.305049|,0.000000|0.001813|0.001852|0.000690|0.001725|0.000910|0.001940|0.002384|0.001411|0.003076|0.002362|0.001797|0.001843|0.002669|0.004351|0.002206|0.002941|0.002442|0.001979|0.002490|0.002592|0.002089|0.001468|0.001895|0.001928|0.001443|0.004212|0.002673|0.003705|0.002437|0.001352|0.001352|0.003040|0.003619|0.004590|0.002269|0.002678|0.002502|0.002647|0.004554|0.001654|0.002429|0.002922|0.002481|0.002595|0.003525|0.001697|0.003052|0.003562|0.002045|0.001214|0.002283|0.003477|0.002548|0.003582|
