energies,initx,inity,initz,tot_dist,dEdx,beta_gamma
1999.08,1060.76,104.9,-239.906,930.985,0.000192169,19.8951
1999.22,-954.859,473.654,-159.887,918.428,0.00019217,19.8965
1999.52,755.414,752.041,287.259,940.72,0.000192174,19.8993
1999.86,-60.1897,-233.206,446.103,6.0854,0.000192178,19.9025
1999.85,-64.845,-257.08,491.123,34.3189,0.000192177,19.9024
1999.77,-98.9015,-525.372,992.041,602.907,0.000192177,19.9017
1999.56,-1058.51,-125.05,-39.9857,908.894,0.000192174,19.8996
1999.96,-142.842,-72.0851,177.926,0.0566899,0.000192179,19.9034
1999.79,-803.202,-546.945,1084.83,1205.33,0.000192177,19.9018
1999.52,-1054.29,-157.149,328.04,950.366,0.000192174,19.8992
1999.95,146.249,93.3621,209.832,5.93507,0.000192179,19.9034
1999.76,678.192,555.694,1065.14,1105.94,0.000192176,19.9015
1999.8,-167.374,1052.68,1016.55,1255.55,0.000192177,19.9019
1999.96,-111.386,-130.35,-209.795,2.7819,0.000192179,19.9035
1999.82,-480.695,-718.665,-1061.23,1089.98,0.000192177,19.9022
1999.54,-482.086,-721.595,-1065.2,1094.49,0.000192174,19.8995
1999.94,74.4635,-193.408,-305.507,14.7291,0.000192178,19.9032
1999.8,308.632,-622.136,-1026.64,883.495,0.000192177,19.9019
1999.48,613.259,871.774,-165.11,919.114,0.000192173,19.8989
1999.45,-406.49,-985.307,201.027,924.39,0.000192173,19.8986
1999.69,350.099,-1006.79,-988.904,1239.37,0.000192176,19.9009
1999.84,-165.313,54.1678,-209.798,6.67871,0.000192177,19.9023
1999.69,-862.907,172.715,-1065.19,1109.22,0.000192176,19.9009
1999.91,-227.415,99.2936,446.117,20.9691,0.000192178,19.903
1999.83,-520.281,186.719,995.835,642.654,0.000192177,19.9023
1999.82,-68.1558,656.637,1018.74,831.793,0.000192177,19.9022
1999.46,1057.8,131.554,-205.399,924.975,0.000192173,19.8987
1999.47,-756.495,-750.889,-338.715,953.036,0.000192173,19.8988
1999.75,439.556,-971.061,-1082.37,1294.92,0.000192176,19.9014
1999.45,-624.562,-863.731,-513.764,1008.32,0.000192173,19.8986
1999.96,-18.1129,161.687,-177.902,4.08982,0.000192179,19.9034
1999.81,-239.01,962.432,-1088.68,1228,0.000192177,19.902
1999.48,707.83,796.884,127.532,914.751,0.000192173,19.8989
1999.38,477.354,-953.018,505.052,1005.11,0.000192172,19.898
1999.19,-945.653,-491.807,940.337,1211.55,0.00019217,19.8962
1999.38,9.37294,-1065.88,-387.144,966.311,0.000192172,19.898
1999.26,960.832,461.564,-382.716,965.053,0.000192171,19.8968
