gen_time,drift_time,long_diffusion,trans_diffusion
0.0229135,2679.34,0.007077,0.012009
0.0236095,2679.34,0.007077,0.012009
0.0230806,2679.34,0.007077,0.012009
0.0295921,2435.78,0.007077,0.012022
0.0108857,2660.2,0.007076,0.012
0.00136635,2325.72,0.007077,0.012014
0.0064704,2474.68,0.007077,0.012011
0.022012,2930.17,0.007076,0.012003
0.00247494,2325.72,0.007077,0.012014
0.00672149,2474.68,0.007077,0.012011
0.0105351,2660.2,0.007076,0.012
0.017133,3531.99,0.007076,0.011994
0.0291299,2435.78,0.007077,0.012022
0.0335767,2033.5,0.007078,0.012033
0.0225341,2679.34,0.007077,0.012009
0.0148056,2883.07,0.007076,0.011997
0.0188514,3531.99,0.007076,0.011994
0.012527,2883.07,0.007076,0.011997
0.00975238,2660.2,0.007076,0.012
0.00189062,2325.72,0.007077,0.012014
0.0194536,2930.17,0.007076,0.012003
0.0135741,2883.07,0.007076,0.011997
0.0327883,2224.65,0.007078,0.012027
0.0304924,2224.65,0.007078,0.012027
0.00272645,2325.72,0.007077,0.012014
0.00758297,2474.68,0.007077,0.012011
0.0150692,2883.07,0.007076,0.011997
0.00733059,2474.68,0.007077,0.012011
0.0224639,2930.17,0.007076,0.012003
0.00973373,2660.2,0.007076,0.012
0.0345029,2033.5,0.007078,0.012033
0.00701998,2474.68,0.007077,0.012011
0.0316551,2224.65,0.007078,0.012027
0.00656909,2474.68,0.007077,0.012011
0.00286177,2325.72,0.007077,0.012014
0.00873234,2660.2,0.007076,0.012
0.0291756,2435.78,0.007077,0.012022
0.0213685,2930.17,0.007076,0.012003
0.0199325,2930.17,0.007076,0.012003
0.0257449,2679.34,0.007077,0.012009
0.016121,3531.99,0.007076,0.011994
0.0338896,2033.5,0.007078,0.012033
0.029578,2435.78,0.007077,0.012022
0.0139333,2883.07,0.007076,0.011997
0.0199183,2930.17,0.007076,0.012003
0.0215013,2930.17,0.007076,0.012003
0.0346535,2033.5,0.007078,0.012033
0.0110797,2660.2,0.007076,0.012
0.0242664,2679.34,0.007077,0.012009
0.0230683,2679.34,0.007077,0.012009
0.0284766,2435.78,0.007077,0.012022
0.0176342,3531.99,0.007076,0.011994
0.00154166,2325.72,0.007077,0.012014
0.00732301,2474.68,0.007077,0.012011
0.0309709,2224.65,0.007078,0.012027
0.0234148,2679.34,0.007077,0.012009
0.0199622,2930.17,0.007076,0.012003
0.0192816,2930.17,0.007076,0.012003
0.00936961,2660.2,0.007076,0.012
0.00654981,2474.68,0.007077,0.012011
0.00315126,2325.72,0.007077,0.012014
0.0288769,2435.78,0.007077,0.012022
0.015711,3531.99,0.007076,0.011994
0.0284694,2435.78,0.007077,0.012022
0.033051,2224.65,0.007078,0.012027
0.0237314,2679.34,0.007077,0.012009
0.0289375,2435.78,0.007077,0.012022
0.00459876,2325.72,0.007077,0.012014
0.0304535,2224.65,0.007078,0.012027
0.0208631,2930.17,0.007076,0.012003
0.0176543,3531.99,0.007076,0.011994
0.00786975,2474.68,0.007077,0.012011
0.0220027,2930.17,0.007076,0.012003
0.0292386,2435.78,0.007077,0.012022
0.00993711,2660.2,0.007076,0.012
0.00929984,2660.2,0.007076,0.012
0.024798,2679.34,0.007077,0.012009
0.00616782,2474.68,0.007077,0.012011
0.0207755,2930.17,0.007076,0.012003
0.00919644,2660.2,0.007076,0.012
0.00328348,2325.72,0.007077,0.012014
0.0286681,2435.78,0.007077,0.012022
0.00873448,2660.2,0.007076,0.012
0.0296043,2435.78,0.007077,0.012022
0.00506282,2474.68,0.007077,0.012011
0.0125194,2883.07,0.007076,0.011997
0.0287577,2435.78,0.007077,0.012022
0.0192685,2930.17,0.007076,0.012003
0.0325526,2224.65,0.007078,0.012027
0.034532,2033.5,0.007078,0.012033
0.0172654,3531.99,0.007076,0.011994
0.0133091,2883.07,0.007076,0.011997
0.0343143,1657.28,0.007078,0.012026
0.0229471,2438.84,0.007077,0.012008
0.00715285,2330.71,0.007077,0.012009
0.0192806,2918.04,0.007076,0.011994
0.00531947,2167.93,0.007077,0.012013
0.00711021,2330.71,0.007077,0.012009
0.0329598,1657.28,0.007078,0.012026
0.00542058,2167.93,0.007077,0.012013
0.0233929,2438.84,0.007077,0.012008
0.0219277,2438.84,0.007077,0.012008
0.0122579,2438.84,0.007077,0.012008
0.0125081,2438.84,0.007077,0.012008
0.00673258,2330.71,0.007077,0.012009
0.0039816,2167.93,0.007077,0.012013
0.0214631,2438.84,0.007077,0.012008
0.00965279,2438.84,0.007077,0.012008
0.00413129,2167.93,0.007077,0.012013
0.0234479,2438.84,0.007077,0.012008
0.0298227,1858.03,0.007077,0.01202
0.0296665,1858.03,0.007077,0.01202
0.00260931,2167.93,0.007077,0.012013
0.0270201,2167.93,0.007077,0.012013
0.0204736,2438.84,0.007077,0.012008
0.0221437,2438.84,0.007077,0.012008
0.0204596,2438.84,0.007077,0.012008
0.021974,2438.84,0.007077,0.012008
0.0207271,2438.84,0.007077,0.012008
0.0303695,1858.03,0.007077,0.01202
0.0055506,2167.93,0.007077,0.012013
0.0137827,2716.54,0.007076,0.011996
0.0311021,1657.28,0.007078,0.012026
0.0056432,2167.93,0.007077,0.012013
0.0162417,2716.54,0.007076,0.011996
0.0344933,1457.12,0.007078,0.012033
0.0176876,2918.04,0.007076,0.011994
0.0317577,1657.28,0.007078,0.012026
0.016585,2918.04,0.007076,0.011994
0.00742322,2330.71,0.007077,0.012009
0.0124016,2438.84,0.007077,0.012008
0.0248715,2167.93,0.007077,0.012013
0.000308046,2013.3,0.007077,0.012016
0.00523483,2167.93,0.007077,0.012013
0.0257367,2167.93,0.007077,0.012013
0.0240494,2167.93,0.007077,0.012013
0.0274302,1858.03,0.007077,0.01202
0.0187753,2918.04,0.007076,0.011994
0.0276138,1858.03,0.007077,0.01202
0.0343288,1657.28,0.007078,0.012026
0.0239892,2167.93,0.007077,0.012013
0.0166115,2918.04,0.007076,0.011994
0.00816556,2330.71,0.007077,0.012009
0.0132589,2716.54,0.007076,0.011996
0.0301688,1858.03,0.007077,0.01202
0.017232,2918.04,0.007076,0.011994
0.023611,2438.84,0.007077,0.012008
0.0129119,2716.54,0.007076,0.011996
0.0132465,2716.54,0.007076,0.011996
0.0183181,2918.04,0.007076,0.011994
0.0256853,2167.93,0.007077,0.012013
0.0177658,2918.04,0.007076,0.011994
0.0297801,1858.03,0.007077,0.01202
0.0130034,2716.54,0.007076,0.011996
0.0290405,1858.03,0.007077,0.01202
0.00379868,2167.93,0.007077,0.012013
0.00971317,2438.84,0.007077,0.012008
0.0188694,2918.04,0.007076,0.011994
0.0138977,2716.54,0.007076,0.011996
0.00709729,2330.71,0.007077,0.012009
