gen_time,drift_time,long_diffusion,trans_diffusion
0.0261146,2624.48,0.007077,0.012008
0.0096129,2656.97,0.007077,0.01201
0.00778429,2421.02,0.007077,0.012022
0.030503,2310.81,0.007077,0.012014
0.0114176,2656.97,0.007077,0.01201
0.00110141,1634.83,0.007078,0.012033
0.0312142,2108.6,0.007077,0.012014
0.00501676,2421.02,0.007077,0.012022
0.0150035,2805.79,0.007077,0.012009
0.00398399,2231.16,0.007078,0.012027
0.022458,2871.37,0.007076,0.011997
0.00637867,2421.02,0.007077,0.012022
0.0122588,2931.46,0.007076,0.012003
0.00358333,1827.4,0.007078,0.012027
0.0163961,3258.85,0.007076,0.011995
0.00192983,1827.4,0.007078,0.012027
0.00448378,2231.16,0.007078,0.012027
0.00900914,2656.97,0.007077,0.01201
0.026707,2475.8,0.007077,0.012011
0.0155316,2805.79,0.007077,0.012009
0.0147177,2805.79,0.007077,0.012009
0.0195639,3006.9,0.007076,0.011998
0.0164171,3258.85,0.007076,0.011995
0.0241906,2624.48,0.007077,0.012008
0.00883065,2656.97,0.007077,0.01201
0.0127556,2931.46,0.007076,0.012003
0.0253323,2624.48,0.007077,0.012008
0.0105652,2656.97,0.007077,0.01201
0.0236266,2624.48,0.007077,0.012008
0.00370613,1827.4,0.007078,0.012027
0.024349,2624.48,0.007077,0.012008
0.0259565,2624.48,0.007077,0.012008
0.0111942,2656.97,0.007077,0.01201
0.0309996,2310.81,0.007077,0.012014
0.0220104,3006.9,0.007076,0.011998
0.012225,2931.46,0.007076,0.012003
0.0109996,2656.97,0.007077,0.01201
0.0322104,2108.6,0.007077,0.012014
0.0218416,3006.9,0.007076,0.011998
0.0243425,2624.48,0.007077,0.012008
0.00581273,2421.02,0.007077,0.012022
0.00297489,1827.4,0.007078,0.012027
0.00291835,1827.4,0.007078,0.012027
0.0220106,3006.9,0.007076,0.011998
0.00884607,2656.97,0.007077,0.01201
0.0133191,2805.79,0.007077,0.012009
0.0097194,2656.97,0.007077,0.01201
0.0243263,2624.48,0.007077,0.012008
0.019511,3006.9,0.007076,0.011998
0.0151481,2805.79,0.007077,0.012009
0.00190604,1827.4,0.007078,0.012027
0.00502885,2421.02,0.007077,0.012022
0.0299163,2475.8,0.007077,0.012011
0.0170443,3258.85,0.007076,0.011995
0.0295021,2475.8,0.007077,0.012011
0.000949848,1634.83,0.007078,0.012033
0.0238872,2624.48,0.007077,0.012008
0.0132612,2805.79,0.007077,0.012009
0.0215177,3006.9,0.007076,0.011998
0.0255098,2624.48,0.007077,0.012008
0.0190236,3258.85,0.007076,0.011995
0.00976486,2656.97,0.007077,0.01201
0.00705819,2421.02,0.007077,0.012022
0.0226189,2871.37,0.007076,0.011997
0.0220382,3006.9,0.007076,0.011998
0.00328488,1827.4,0.007078,0.012027
0.0206551,3006.9,0.007076,0.011998
0.00979289,2656.97,0.007077,0.01201
0.0219896,3006.9,0.007076,0.011998
0.00870639,2656.97,0.007077,0.01201
0.032087,2108.6,0.007077,0.012014
0.00758295,2421.02,0.007077,0.012022
0.0121752,2931.46,0.007076,0.012003
0.0285255,2475.8,0.007077,0.012011
0.0153434,2805.79,0.007077,0.012009
0.00613394,2421.02,0.007077,0.012022
0.010521,2656.97,0.007077,0.01201
0.00229198,1827.4,0.007078,0.012027
0.0227668,2871.37,0.007076,0.011997
0.00391202,2231.16,0.007078,0.012027
0.0203593,3006.9,0.007076,0.011998
0.0278147,2475.8,0.007077,0.012011
0.0298065,2475.8,0.007077,0.012011
0.019224,3258.85,0.007076,0.011995
0.00763779,2421.02,0.007077,0.012022
0.000980332,1634.83,0.007078,0.012033
0.0204483,2067.83,0.007076,0.012002
0.0085363,1806.93,0.007076,0.011998
0.0197505,2067.83,0.007076,0.012002
0.0192731,2067.83,0.007076,0.012002
0.0281527,1986.54,0.007077,0.012012
0.0115835,2477.97,0.007076,0.011997
0.00665404,1467.77,0.007076,0.012005
0.0147963,2254.07,0.007076,0.012
0.00581298,1467.77,0.007076,0.012005
0.00332311,1467.77,0.007076,0.012005
0.0042108,1467.77,0.007076,0.012005
0.00862433,1806.93,0.007076,0.011998
0.0176278,2254.07,0.007076,0.012
0.0119006,2477.97,0.007076,0.011997
0.00144739,1047.48,0.007076,0.012006
0.00793483,1806.93,0.007076,0.011998
0.00516615,1467.77,0.007076,0.012005
0.000836101,1047.48,0.007076,0.012006
0.00652169,1467.77,0.007076,0.012005
0.00665007,1467.77,0.007076,0.012005
0.0245942,2172.57,0.007077,0.012008
0.00873161,1806.93,0.007076,0.011998
