3463.730737,3342.516586,3113.636555,2985.334456,2751.057699,2599.840987,2482.824035,2315.132317,2184.300723,2071.067859,1963.473839,1830.975284,1766.015128,1623.417919,1549.979020,1493.862395,1440.753807,-1.000000,1942.070749,2001.277535,1972.093100,2022.791481,2070.551952,2108.637733,2229.499273,2309.349474,2377.178975,2470.363918,2549.395595,2664.945942,2784.820714,2892.481608,2988.203641,3084.978090,
3115.031104,3013.785670,2883.017493,2662.896440,2562.600104,2353.559253,2220.603788,2117.048373,1979.907097,1866.439330,1744.812351,1655.028127,1584.947808,1494.730557,1425.030766,1365.567587,1341.384142,-1.000000,1551.752055,1646.560087,1575.226402,1772.768143,1834.765870,1830.021245,1955.710392,2063.696920,2062.360836,2224.214148,2348.618940,2456.386574,2523.597317,2664.163330,2804.762781,2937.275384,
2935.564841,2806.286844,2665.292043,2471.487780,2346.922283,2199.669012,2054.624384,1931.844003,1786.996065,1687.399670,1595.892919,1506.181025,1425.241984,1325.593617,1294.247113,1248.952982,1245.373978,-1.000000,1333.415167,1395.372926,1430.641979,1539.155963,1582.718066,1680.281504,1638.232823,1846.660670,1930.435719,2017.703006,2085.208610,2249.799239,2374.642647,2487.809691,2639.146061,2811.026576,
2783.482645,2638.392971,2482.431657,2318.608467,2171.051021,2004.456291,1891.707318,1720.910187,1644.567617,1487.954717,1448.068292,1360.978338,1288.228432,1178.918555,1172.479733,1126.376210,1138.841604,-1.000000,1190.212485,1240.292667,1281.153195,1357.011085,1415.048820,1485.712514,1555.397115,1633.939024,1739.676539,1840.833274,1923.439853,2054.435524,2166.227175,2312.690733,2476.111376,2649.765478,
2679.183217,2486.609738,2312.726804,2165.318748,1989.102991,1847.162230,1730.662158,1579.561168,1482.211816,1356.418103,1276.618837,1207.455781,1160.610696,1077.530884,1054.115380,1019.601160,1016.899292,-1.000000,1042.906886,1091.561986,1133.541095,1189.834195,1233.265778,1306.587858,1382.708341,1459.373493,1563.202463,1672.878345,1779.426942,1898.670677,2015.216670,2176.381074,2327.306775,2467.038170,
2543.104637,2359.245671,2182.367594,2023.401677,1856.290955,1719.590498,1584.695976,1468.155878,1356.406799,1256.329397,1168.210668,1077.630918,992.723598,964.674933,946.034379,921.447884,911.972106,-1.000000,928.862393,939.693282,992.414178,1043.325331,1069.757827,1112.602621,1225.363236,1294.392982,1383.849600,1476.946823,1625.646372,1716.961540,1853.094379,1980.926942,2188.473200,2344.845434,
2446.618701,2245.764496,2034.672379,1888.034262,1726.410930,1569.388214,1456.967520,1325.721784,1224.832951,1116.258565,1036.473683,969.253963,921.771424,864.186227,835.109697,789.360904,791.979954,-1.000000,794.778477,828.679264,863.977249,892.920461,961.416917,1015.554312,1086.386284,1153.308577,1267.583530,1372.050998,1480.452431,1586.199208,1726.798112,1840.956924,2016.797587,2179.845690,
2336.865047,2127.360290,1911.094076,1766.647782,1613.716286,1463.420858,1335.209877,1214.120005,1107.142425,1023.119542,939.264300,867.522198,809.493966,755.482678,712.395426,694.447995,693.411254,-1.000000,689.912237,705.589729,731.730607,775.238519,834.951183,899.416528,954.927300,1026.603341,1137.585427,1239.877947,1352.309976,1469.205001,1588.767356,1742.737819,1903.950434,2062.907004,
2230.285352,2011.877862,1825.210756,1659.242336,1496.754893,1335.681845,1226.886472,1114.123096,998.722339,914.653125,828.395134,759.547376,708.812571,643.745709,625.437438,602.315106,536.787687,-1.000000,571.535552,609.131947,641.614594,651.626883,732.446759,774.181175,849.195823,902.853679,1023.544906,1117.256503,1233.182879,1348.155956,1464.457612,1618.999634,1756.085045,1949.800199,
2132.661903,1905.314546,1724.469951,1539.450795,1396.426718,1247.463833,1130.830621,1007.679670,912.681880,822.388681,736.389881,673.461576,615.977964,569.804246,517.951072,503.950013,492.148556,-1.000000,486.805700,506.862874,522.546992,576.592669,629.785784,679.672068,756.324230,834.120501,904.380840,1022.358814,1101.318098,1247.008153,1368.367222,1478.576225,1660.871020,1826.521286,
2009.301682,1803.649787,1623.870956,1455.439241,1306.868898,1155.337577,1034.042138,898.561452,807.812945,725.182737,656.973953,585.815374,524.893546,471.755259,421.750491,417.960150,405.513201,-1.000000,385.817921,418.661366,446.247909,470.300457,537.415383,598.463349,633.930522,718.116656,828.831822,918.698629,1031.221482,1131.473075,1262.235810,1409.292639,1531.431630,1708.445210,
1955.541271,1725.308306,1551.596876,1374.055351,1214.372182,1083.943048,948.218862,838.615821,713.606983,655.390008,577.183665,507.978725,454.150900,396.848400,355.059794,328.560328,326.311193,-1.000000,306.147511,303.864263,374.928796,411.499913,453.971342,521.777977,586.399347,662.060962,743.173903,848.740672,947.560083,1050.575236,1170.701206,1316.409662,1450.882420,1607.459864,
1887.999412,1649.261823,1463.176454,1282.407964,1142.961318,1010.643601,882.682093,770.637826,670.904374,585.972989,509.519985,423.642717,375.476525,330.038517,293.420731,270.420585,251.640057,-1.000000,257.867026,272.036637,301.057327,345.552740,394.061547,444.441097,521.396021,599.476298,680.876353,772.361551,885.392906,975.833184,1112.215845,1237.821161,1367.030872,1526.543013,
1822.611493,1591.888259,1400.579486,1232.489813,1067.139361,950.084437,818.060339,713.627320,619.162263,525.302301,447.500432,384.910294,325.532691,268.454047,239.943718,205.429154,194.482856,-1.000000,196.775634,199.269447,237.083793,286.537388,337.214872,394.702924,458.770264,540.797130,629.588336,715.574289,810.269918,917.504680,1051.209964,1175.499387,1296.944252,1444.426901,
1747.779656,1527.893392,1329.539054,1168.601840,1026.788495,884.786642,773.835917,667.068479,570.365812,481.008994,402.562554,336.487069,270.090650,226.682169,184.150336,154.015447,130.953335,-1.000000,137.165363,162.528787,193.532206,236.337606,288.885457,348.013335,411.984381,488.345142,583.308504,677.770728,779.306250,885.883700,1000.628166,1111.738977,1244.153343,1376.779334,
1692.225726,1447.222382,1275.296859,1104.854053,976.850212,853.296135,734.223210,629.610378,528.909665,443.399879,365.270130,292.989466,233.499739,187.127442,140.650971,109.515835,97.283218,-1.000000,100.040328,120.543909,151.576594,197.455727,247.492292,309.681888,381.334521,460.169282,547.078913,641.888640,736.964894,850.768807,953.270628,1079.061902,1193.186406,1317.050868,
1621.230665,1388.579470,1224.117678,1059.524648,941.008781,815.515168,705.868806,601.306481,501.479391,417.787922,337.025893,268.457879,208.323319,156.956063,113.917107,79.178141,56.860210,-1.000000,62.292974,88.499053,122.613154,161.615268,222.364258,282.159252,355.757687,432.609757,522.365798,616.572078,717.831620,825.386452,936.314560,1051.265107,1162.561885,1273.004869,
1503.160160,1312.781979,1175.216315,1038.352986,912.942743,796.186299,683.521251,580.582148,486.167426,399.695106,319.401425,251.438131,190.467417,137.984391,92.936070,57.496020,30.103588,-1.000000,37.122459,65.864845,103.536408,148.666889,204.952928,268.202735,339.864192,418.841776,508.350297,603.068581,706.394775,815.194723,928.572424,1043.715676,1162.231645,1262.467275,
1377.847629,1252.506158,1131.885628,1019.531489,898.249529,785.311534,677.162753,575.126881,480.781888,394.698689,316.198463,246.306166,184.811086,131.635575,86.753989,49.573329,20.147047,-1.000000,27.612730,58.844812,98.073186,144.974926,200.393161,264.248661,336.189600,418.048796,505.843152,601.654464,705.531419,816.938826,937.371672,1055.788905,1181.505879,1308.574985,
1329.938440,1235.260545,1127.334700,1014.446230,898.811416,789.093564,680.084744,579.031196,484.726567,400.715312,321.094078,252.004910,191.736193,139.191001,94.982332,57.976665,36.373551,-1.000000,41.651917,70.026206,148.029591,151.763989,207.714253,276.586635,342.768929,425.531865,516.515084,610.803129,715.772342,828.486967,949.673875,1077.623459,1229.201768,1404.258528,
1363.223844,1253.557932,1137.566257,1025.674781,910.973098,799.322332,692.802029,598.013560,501.898971,414.291552,338.749161,268.512300,207.831762,160.428210,118.029396,86.272219,60.910779,-1.000000,67.288265,92.148243,125.130385,173.714670,236.045649,287.742079,370.508811,442.521303,536.593579,629.856445,741.002408,853.214627,983.362800,1114.770053,1282.287015,1456.306209,
1421.245304,1290.009789,1168.876700,1053.295610,936.030930,823.793676,718.721613,622.200449,528.450508,441.268246,363.032396,298.977817,244.356053,186.773048,156.368938,127.905505,97.767392,-1.000000,110.381216,129.412643,158.292780,210.740068,254.139013,318.209690,393.795118,470.347595,560.826732,658.296921,766.734602,885.968506,1017.011606,1176.085085,1356.379688,1534.842969,
1494.458777,1343.394857,1220.253781,1101.475188,1001.167593,860.053204,752.900832,653.222439,567.186646,480.905850,401.552366,351.689060,274.446243,226.179996,196.750115,159.501636,156.023429,-1.000000,149.603577,170.456667,199.723406,243.680029,306.976428,362.616201,426.075315,519.513276,600.547681,698.346518,808.768977,930.698096,1081.143980,1216.483808,1386.700795,1597.773044,
1598.802656,1414.767044,1276.129876,1145.317243,1027.196118,920.011627,801.051175,700.188886,624.642503,552.038042,455.942466,387.884051,324.042028,288.234426,241.198066,217.406021,196.723323,-1.000000,209.410449,222.502124,254.144408,306.594104,348.264015,409.438392,474.432278,563.634746,652.024139,747.839496,860.312858,997.187392,1127.374443,1283.825026,1453.459069,1654.991588,
1653.599478,1486.463630,1343.672479,1221.926649,1091.492971,970.134923,858.179629,757.720414,668.709000,588.124582,516.655368,449.313729,398.648371,337.326999,303.605642,297.169522,269.887106,-1.000000,264.188900,299.181259,312.254555,387.172129,402.714388,491.154744,533.084871,626.010193,714.080591,812.849551,953.535644,1048.951784,1193.322852,1347.089399,1529.052125,1728.074022,
